Cell_ID,Pearson_Correlation,Mean_Intensity_Channel1,Mean_Intensity_Channel2,Sum_Intensity_Channel1,Sum_Intensity_Channel2,Area_Pixels,Area_Square_Microns
1,0.6605437724306392,71.3001093643199,28.5838004101162,5215603,2090905,73150.0,91.09984691500001
2,0.848761930573977,30.09845087647778,30.015397158894917,1919619,1914322,63778.0,79.42810712980001
3,0.7368386741557265,666.3686443080901,905.8559811271535,58753057,79868416,88169.0,109.80427071290002
4,0.028966921963703984,33.35234539290159,15.949615896313462,777143,371642,23301.0,29.018694914100006
5,0.8806178477930495,238.78201138364523,117.3193767658982,11662591,5730113,48842.0,60.827050212200014
6,0.8661301122177458,443.290945255036,192.37129393547008,33207368,14410726,74911.0,93.29296831510001
7,0.8687183556184505,114.43581850165563,35.537445674668874,8847262,2747471,77312.0,96.28313553920002
8,0.8575437718977962,207.68450377541632,87.70904713282658,16475404,6957871,79329.0,98.79507526890002
9,0.36496989737625013,32.70165582495565,22.765227675931403,442388,307968,13528.0,16.847556104800002
10,0.8833988272456641,208.23840253257032,186.52814274487233,18812882,16851512,90343.0,112.51173574630002
11,0.1587336267257229,66.77554517133956,12.455985758789497,3000893,559772,44940.0,55.96756145400001
12,0.038416681827426344,60.68535554450522,68.62580805569368,488153,552026,8044.0,10.017869700400002
13,0.5057977199567544,162.50693505755538,215.08776657569157,18875018,24982229,116149.0,144.65011783090003
14,0.37341470184029857,109.16394445101984,318.7423955497692,5533957,16158327,50694.0,63.13350156540001
15,0.6017616579270697,228.60718071948548,202.5975922915636,29111067,25798980,127341.0,158.58845667810004
16,0.9138657352646719,1996.2546562666826,1030.4240835755384,269238858,138975357,134872.0,167.96744433520004
17,0.8479812711144827,361.8274204648891,302.53975090469106,32595585,27254596,90086.0,112.19167203260002
18,0.81369270370983,708.2393689593102,649.8879971566481,61773346,56683881,87221.0,108.62364658610002
19,0.9331957318216029,3514.5636565054624,2730.306020322408,460021237,357369755,130890.0,163.00832484900002
20,0.7871726011378098,318.7730397708828,172.29428144770918,44188000,23883261,138619.0,172.63389855790004
21,0.7733783128168269,702.5236460839348,851.5599786153435,65703524,79642147,93525.0,116.47454795250002
22,0.6138702913561509,19.266768122935304,11.436917709067963,519066,308122,26941.0,33.551893038100005
23,0.8630245871745513,2288.336119076881,1608.3870681414721,335149708,235564370,146460.0,182.39895528600005
24,0.2164553352414495,119.42431613786006,12.911937034394844,10211615,1104061,85507.0,106.48905823870003
25,0.7971762045260874,215.2858650945983,137.7795585412668,15702951,10049641,72940.0,90.83831625400002
26,0.21885862627497013,1108.5286263647608,285.66307212391763,82443491,21245334,74372.0,92.62170628520002
27,0.14034055335941448,283.73696326530614,299.9843836734694,34757778,36748087,122500.0,152.55955225000002
28,0.2049938537145078,190.13686821257434,12.459510221772737,15792388,1034862,83058.0,103.43911257780002
29,0.590644978574091,240.3186260265802,83.90918684142108,31427428,10973140,130774.0,162.86386029340002
30,0.14809110904781583,128.02763979299812,15.105398953128011,8634056,1018693,67439.0,83.98745831990001
31,0.32761145187245383,150.68556325451817,46.55226801914422,10547236,3258426,69995.0,87.17066007950001
32,0.8325019556991519,157.21810118927635,76.98399516226567,15599180,7638352,99220.0,123.56701040200002
33,0.7329403930058453,417.1121457814883,320.0832348994828,36371762,27910938,87199.0,108.59624813590003
34,-0.026919600455713733,24.575108788011434,4.816283441048484,1908847,374100,77674.0,96.73396458340002
35,0.7576740337962424,140.38094988650252,121.91563645887899,16079234,13964217,114540.0,142.64629481400002
36,0.8472671181338893,486.14833951150155,209.15725130757122,38294877,16475735,78772.0,98.10139632520001
37,0.8846550237174228,253.94880206349757,112.05188172973722,29339213,12945578,115532.0,143.88171584120002
38,0.3210612479802327,22.698461350378988,9.401428621328025,2599337,1076614,114516.0,142.6164055956
39,0.7801915374453002,691.0590170278638,774.6000386996905,3571393,4003133,5168.0,6.436145028800001
