Cell_ID,Pearson_Correlation,Mean_Intensity_Channel1,Mean_Intensity_Channel2,Sum_Intensity_Channel1,Sum_Intensity_Channel2,Area_Pixels,Area_Square_Microns
1,0.6511420151912649,277.57372758119243,331.01050250444337,8589519,10243120,30945.0,38.53841097450001
2,0.8914987568272671,3824.927021058868,3454.2176442074647,71017420,64134459,18567.0,23.123046584700006
3,0.8780685217196955,166.1937798169604,114.12013192483693,27311621,18754046,164336.0,204.66144145760003
4,0.8562891558332841,237.40657232276502,151.5628316777793,34894018,22276705,146980.0,183.04655501800005
5,0.9255405008028565,477.46844636140986,589.2897470140484,101179861,124875801,211909.0,263.90809924690006
6,0.8369230589103819,1324.2912806509985,1060.0417167809815,122217518,97830190,92289.0,114.93525320490002
7,0.7994441996644657,1527.3564175867507,767.7075611198738,30987007,15575251,20288.0,25.266352620800006
8,0.7755492204540543,67.32530719315201,58.74654148833356,2438186,2127506,36215.0,45.101585181500006
9,0.8238367551345896,1672.6115040409684,1766.1519846201322,401082203,423512649,239794.0,298.63563487540006
10,0.4097460816476562,42.912294718153575,63.04756324900133,7251105,10653462,168975.0,210.43877829750005
11,0.34360192854918087,143.49127286023105,198.64750181214038,22369285,30967755,155893.0,194.14666350130003
12,0.8560358598768362,205.68477292965272,175.900950243355,16861832,14420184,81979.0,102.09534313390002
13,0.7489501093354308,81.59993920972644,70.66471558836301,9396233,8137042,115150.0,143.40597911500004
14,0.7610251221386612,462.7817319986946,593.4828506770385,86501773,110932034,186917.0,232.78345981970006
15,0.8753181373417049,1862.0624651422197,1476.5330144535717,196982002,156197998,105787.0,131.74544778670003
16,0.9401831623242237,515.0218500463036,402.13218360678655,58950431,46028854,114462.0,142.54915485420003
17,0.9189845730554369,79.55165279360914,46.737842316497286,8305113,4879384,104399.0,130.01685465590003
18,0.822117990658442,2919.641310998122,2553.7770944534695,276776157,242092961,94798.0,118.05992191180002
19,0.8378838062827622,218.30304945013614,182.75994042514782,14510822,12148236,66471.0,82.78192651110001
20,0.8625004044774964,44.756358405037865,14.134388317363806,6595476,2082900,147364.0,183.52478251240004
21,0.9205804565808076,1062.074072384983,996.0144660512971,116441553,109199042,109636.0,136.5389311876
22,0.7903487588680471,432.7159592710056,240.2830847205572,28515549,15834415,65899.0,82.06956680590001
23,0.916725838827275,2346.518568949992,1861.0445226538993,427376120,338955761,182132.0,226.82429690120006
24,0.6951621494747018,129.28927859456766,29.102520973502784,12452109,2802922,96312.0,119.94543343920002
25,0.7784819708850039,629.5349924277726,547.309034249767,43231427,37584806,68672.0,85.52301691520002
26,0.878784918429984,529.6959501623531,595.5148233153881,50081163,56304140,94547.0,117.74733050270002
27,0.892153771469651,241.0663062743708,198.31983339241404,13600961,11189205,56420.0,70.26457092200002
28,0.7985921694813959,40.73454492825539,18.38340983335401,3940334,1778264,96732.0,120.46849476120002
29,0.8917118876838446,232.17594462070954,201.49845687914623,16099080,13971903,69340.0,86.35493349400002
