Cell_ID,Pearson_Correlation,Mean_Intensity_Channel1,Mean_Intensity_Channel2,Sum_Intensity_Channel1,Sum_Intensity_Channel2,Area_Pixels,Area_Square_Microns
1,-0.3530834072680698,1017.9633197480548,1347.2272782189862,252768436,334527311,248308.0,309.23883510280007
2,0.8168272884126447,284.65229671843923,41.77237328611245,45652820,6699495,160381.0,199.73594734210005
3,0.777886722909365,75.04951066439031,12.649626085074663,3121084,526060,41587.0,51.791788566700006
4,-0.46375003841952744,2199.28899887773,4978.048919455555,76427492,172992178,34751.0,43.27834285910001
5,0.49334177530256224,18.85077375684661,6.76532564758784,3152528,1131406,167236.0,208.27305534760004
6,0.5975914375425696,485.5077268062337,119.14980809045554,81841552,20084964,168569.0,209.93315235290004
7,0.7718361613325462,211.88314153517618,23.987394708743622,7143852,808759,33716.0,41.989370315600006
8,0.7896649935639618,367.56336857199517,73.42140710570074,48189763,9625987,131106.0,163.27732781460003
9,0.046019824188747484,91.14493772893773,6.098617826617827,9330963,624346,102375.0,127.49619723750003
10,0.5479106373093154,322.12800930131164,49.87245576426989,44329646,6863198,137615.0,171.38353292150003
11,-0.08646383480631323,1147.7993358257875,870.4227591323954,159336356,120831217,138819.0,172.88297537790004
12,-0.42302883224797405,996.5231054762824,1916.2251060547628,206718753,397501736,207440.0,258.34247770400003
13,0.174144816377141,479.8079965461477,221.79045653780577,65570081,30309662,136659.0,170.19294572190003
14,-0.41302662462680095,751.8984650542251,1777.296916898934,113841939,269093417,151406.0,188.55862504460003
15,0.570898753424322,45.72164573986629,17.484120828956538,4657344,1780985,101863.0,126.85856057830003
16,-0.14656601207518954,1451.4415605313338,1701.0690315469342,180401123,211427571,124291.0,154.79003517310002
17,0.7667678581843345,254.40489196970591,94.3257879583583,30131461,11171852,118439.0,147.50204741990004
18,0.12837382932946545,14.38771712158809,2.2253436527630077,1461159,225997,101556.0,126.47622765960003
19,0.8199700966159202,203.57573879700996,73.26510515511832,21024488,7566527,103276.0,128.61828831160003
20,0.216904631998722,217.29374273190805,81.60986000536721,19433014,7298533,89432.0,111.37719083120002
21,0.8016878007847904,252.5800305849369,97.96507423219064,31711928,12299711,125552.0,156.36046452320002
22,0.43418474184438055,809.8610533222379,359.597738765843,101213195,44941087,124976.0,155.64312328160003
23,0.7980770838006039,803.472463768116,536.2724637681159,277198,185014,345.0,0.42965751450000006
24,0.8003716357795126,415.5772757190308,85.63459919486921,27150079,5594594,65331.0,81.36218863710002
25,-0.3071610844982222,1457.6202008823805,4106.102525110297,77640140,218711551,53265.0,66.33538408650001
26,0.6813519481179159,728.52200749504,278.79271070615033,9914456,3794090,13609.0,16.948432216900002
27,0.38598172807199915,1425.2738366296114,791.7674300936054,95774126,53204396,67197.0,83.68607536770001
