Cell_ID,Pearson_Correlation,Mean_Intensity_Channel1,Mean_Intensity_Channel2,Sum_Intensity_Channel1,Sum_Intensity_Channel2,Area_Pixels,Area_Square_Microns
1,0.10151777120686307,4196.978032856731,6413.272415132643,334923044,511785552,79801.0,99.38289656410002
2,0.7394502196684597,232.86576151699603,305.69968504707975,14269781,18732971,61279.0,76.31589226390001
3,0.6586141929598924,190.16157822989274,138.09825355590422,14786584,10738244,77758.0,96.83857684780001
4,0.11577944317144827,61.38177622180009,82.74835549554925,3909835,5270822,63697.0,79.32723101770002
5,0.3903704281606095,33.10121971878706,25.126799932237844,390793,296647,11806.0,14.703004684600003
6,0.8831400253960299,600.6412749950505,456.8004355573154,75845977,57682475,126275.0,157.26087722750003
7,0.7350956036703457,79.44489230956437,17.892552932587005,15669075,3528984,197232.0,245.62959681120006
8,-0.32701810381588053,3177.7626479316386,5710.262916085666,355515374,638841374,111876.0,139.32859157160001
9,0.06010419396072339,676.6963302272404,1024.196565612787,90557533,137061057,133823.0,166.66103641430004
10,-0.25452178135605763,2249.8186408201514,3651.373632265253,482579349,783208690,214497.0,267.13115329770005
11,-0.4088674927438328,1270.396149987937,2691.6413850900917,200095016,423949668,157506.0,196.15546805460005
12,0.7598953945560081,209.95819043892558,111.33469514580983,18244107,9674317,86894.0,108.21640598540002
13,-0.2940056842315764,1474.2981518208733,1440.9491391451813,102584614,100264123,69582.0,86.65631644620002
14,0.22886564663273176,723.8793002516005,1609.6811897466557,116234747,258469728,160572.0,199.97381570520002
15,0.05872669658007457,382.9584267950086,27.189986715738584,17585068,1248537,45919.0,57.186792487900014
16,0.4418787886620214,220.2530514920109,114.25645566902813,28727165,14902241,130428.0,162.43295739480004
17,0.797609388479938,501.4790022753617,256.64141158287896,58404752,29889742,116465.0,145.04365920650002
18,0.7590356295817003,49.69381594074816,15.267243334558621,6353901,1952085,127861.0,159.23605641010002
19,0.7253747959771255,1150.0881235687666,1260.0192806789098,128068063,140309447,111355.0,138.67974645550004
20,-0.010951016654216637,178.40707990091596,24.55922000115214,6193937,852647,34718.0,43.237245183800006
21,-0.17370148378951375,1400.2933263971463,2833.3591706302022,113054082,228754086,80736.0,100.54733069760002
22,0.10121104444654122,101.95179350302715,177.81218670659462,3132163,5462746,30722.0,38.260690320200005
23,0.057114586401170626,46.569875513263376,102.88257837450303,3572608,7892637,76715.0,95.53964123150001
24,0.6801850071804035,189.38457335323238,448.2718338919743,23222147,54966644,122619.0,152.70775295790003
25,0.12657052858251155,166.1546088437207,24.624017933160182,15417320,2284838,92789.0,115.55794525490002
26,0.1623626299679016,110.89777203056043,22.975312010629715,9347795,1936635,84292.0,104.97591655720002
27,0.3006004860104462,1363.939309270795,1111.9935599120556,148887615,121385217,109160.0,135.94612835600003
28,0.7544489232681582,93.44639727400934,35.31336664737387,11463163,4331926,122671.0,152.77251293110004
29,-0.38988271677454667,321.6317674192765,1083.9185481913087,15897615,53575926,49428.0,61.55684529480001
30,0.725072859698624,108.98980567329086,47.29704829826654,12882922,5590653,118203.0,147.20813677230004
31,0.563480708965727,511.40531499877824,363.8407606818163,60695117,43181713,118683.0,147.80592114030003
32,0.8133559479149248,553.507428328043,184.22596314738004,54580814,18166338,98609.0,122.80608071690003
33,0.20200131810638827,35.697312844963854,15.12015754968775,1377595,583502,38591.0,48.06061780310001
34,0.4057229359722931,191.1616005972092,364.1002143827881,19973711,38043375,104486.0,130.12520307260002
35,0.2678701075781989,1013.9565260167501,1702.1866675685314,164895694,276819809,162626.0,202.53183464660003
39,0.8542591886247961,150.3299051945235,24.77218614028148,11781505,1941421,78371.0,97.60199730110001
40,0.18045240822876069,2021.3885888501743,1930.4208536585365,116027705,110806157,57400.0,71.48504734000001
41,0.9416388385696963,160.65418935269207,67.67059891107078,2124491,894876,13224.0,16.468959338400005
