"","Cell_ID","Pearson_Correlation","mean_intensity_KRAS","mean_intensity_BRAF","sum_intensity_KRAS","sum_intensity_BRAF","Area_Pixels","Area","KRAS_type","BRAF_type","image_no"
"376",33,0.746954313778482,526.877219741641,178.234329731756,61832203,20916868,117356,146.1532964396,"KRASG12D","BRAF_R188L",28
"377",1,0.807699856296445,28.9937726769769,4.2643653019737,2253454,331435,77722,96.7937430202,"KRASG12D","BRAF_R188L",29
"378",2,-0.403345138040835,1246.23889382613,1384.86918291599,119196519,132455813,95645,119.1147622445,"KRASG12D","BRAF_R188L",29
"379",3,0.562278414271036,43.2205398599197,8.76277642244432,2746017,556743,63535,79.1254787935,"KRASG12D","BRAF_R188L",29
"380",4,-0.407339565166307,1305.38516851792,1000.24175268164,219296876,168034613,167994,209.2170564954,"KRASG12D","BRAF_R188L",29
"381",5,0.726393706822993,322.720773733929,95.714024053957,63782211,18916824,197639,246.1364681399,"KRASG12D","BRAF_R188L",29
"382",6,0.791076350751232,254.149851175203,48.2933388073489,2476182,470522,9743,12.1337772863,"KRASG12D","BRAF_R188L",29
"383",7,0.700228672153498,47.9948740983433,13.3333553518112,7265848,2018510,151388,188.5362081308,"KRASG12D","BRAF_R188L",29
"384",8,-0.394636778313535,2176.47838327226,6151.86168139685,504834161,1426924317,231950,288.866841995,"KRASG12D","BRAF_R188L",29
"385",9,0.835175533355952,538.764945099634,114.571641588722,15897876,3380780,29508,36.7487940228,"KRASG12D","BRAF_R188L",29
"386",10,0.802298098837117,111.871990287988,17.8883540163216,13269808,2121845,118616,147.7224804056,"KRASG12D","BRAF_R188L",29
"387",11,0.516023155266838,56.2147263980283,7.16462725829258,7116166,906963,126589,157.6519278349,"KRASG12D","BRAF_R188L",29
"388",12,0.652238055968462,394.711958438587,69.9421571898384,41407258,7337282,104905,130.6470190105,"KRASG12D","BRAF_R188L",29
"389",13,0.315519407627171,192.518864427599,14.2732016832986,26488093,1963807,137587,171.3486621667,"KRASG12D","BRAF_R188L",29
"390",14,0.502729944952828,347.996983073454,25.328622693639,43832308,3190292,125956,156.8635996996,"KRASG12D","BRAF_R188L",29
"391",15,0.507277492201802,2493.00059187608,909.041786451111,147421097,53755277,59134,73.6445433694,"KRASG12D","BRAF_R188L",29
"392",16,0.78350236959825,600.302481221744,195.694466199139,67452388,21989013,112364,139.9363390124,"KRASG12D","BRAF_R188L",29
"393",17,0.640967294998738,257.352170654084,69.6804905321881,20943577,5670668,81381,101.3506034421,"KRASG12D","BRAF_R188L",29
"394",18,0.70162999661628,32.1206312819609,6.09690530770587,3643122,691511,113420,141.251464622,"KRASG12D","BRAF_R188L",29
"395",19,0.707160289067738,420.700862490825,174.597914117935,68776177,28543267,163480,203.595392668,"KRASG12D","BRAF_R188L",29
"396",20,0.276010686867543,20.8084367360832,2.2538911408856,2689865,291356,129268,160.9883118388,"KRASG12D","BRAF_R188L",29
"397",21,0.77960334564286,290.421253101303,63.0731470804067,33243940,7219857,114468,142.5566271588,"KRASG12D","BRAF_R188L",29
"398",22,-0.211071434720077,1921.78654929577,950.932840375587,81868107,40509739,42600,53.05336266,"KRASG12D","BRAF_R188L",29
"399",23,0.702694618100098,140.897189004504,31.3486695656675,10886844,2422249,77268,96.2283386388,"KRASG12D","BRAF_R188L",29
"400",1,0.341953960665295,37.2983421772519,9.24185096074618,2263338,560814,60682,75.5723979562,"KRASG12D","BRAF_R188L",30
"401",2,0.327402652969884,66.099971941347,4.17118895943966,6360602,401381,96227,119.8395757907,"KRASG12D","BRAF_R188L",30
"402",3,0.781184118664592,379.936103343315,70.5286322353931,30705676,5699983,80818,100.6494521938,"KRASG12D","BRAF_R188L",30
"403",4,0.588206818228353,134.776153976534,13.3244505546244,7156479,707515,53099,66.1286503259,"KRASG12D","BRAF_R188L",30
"404",5,-0.31300110937564,3827.11852401511,1421.43530760928,170199615,63214071,44472,55.3847216952,"KRASG12D","BRAF_R188L",30
"405",6,0.779694808275693,97.043843756794,15.9582288571636,6695540,1101038,68995,85.9252759795,"KRASG12D","BRAF_R188L",30
"406",7,-0.410444751206084,1413.12016440089,1765.39279165349,111742477,139598435,79075,98.4787477075,"KRASG12D","BRAF_R188L",30
"407",8,0.512430797100713,55.5109427285665,4.24185545597908,2886458,220568,51998,64.7574824318,"KRASG12D","BRAF_R188L",30
"408",9,0.720167326127985,682.551085055386,138.398995918896,105365411,21364653,154370,192.249943517,"KRASG12D","BRAF_R188L",30
"409",10,-0.250268033552136,160.164080843423,184.986096404401,3478924,4018083,21721,27.0509880361,"KRASG12D","BRAF_R188L",30
"410",11,-0.497896593325478,1149.20448441372,1574.14224902243,198965220,272535970,173133,215.6170853853,"KRASG12D","BRAF_R188L",30
"411",12,0.34643724929689,10.7476430635106,2.84560798824066,848161,224564,78916,98.2807316356,"KRASG12D","BRAF_R188L",30
"412",13,0.0882088114209674,10.1242360131641,2.50364362952515,430685,106505,42540,52.978639614,"KRASG12D","BRAF_R188L",30
"413",14,0.074773049630032,390.665460692619,268.596625379171,24727561,17001092,63296,78.8278319936,"KRASG12D","BRAF_R188L",30
"414",15,0.728283987719238,748.930278159618,112.489791380286,37048083,5564645,49468,61.6066606588,"KRASG12D","BRAF_R188L",30
"415",16,0.11900938393119,7.79079202681249,2.39454342329629,132498,40724,17007,21.1802473887,"KRASG12D","BRAF_R188L",30
"416",17,-0.0462542691057006,1592.65463305431,663.631837648433,163629337,68181535,102740,127.950762434,"KRASG12D","BRAF_R188L",30
"417",18,0.388005794044664,512.539272061682,127.865167811326,63284249,15787768,123472,153.7700655952,"KRASG12D","BRAF_R188L",30
"418",19,0.730656760191683,833.466300840622,147.150749341938,78525861,13863955,94216,117.3351083656,"KRASG12D","BRAF_R188L",30
"419",20,0.68288048878686,161.228920416249,31.1870242811817,19614788,3794151,121658,151.5109388378,"KRASG12D","BRAF_R188L",30
"420",21,0.0738467804846973,226.234778821024,596.294550382344,4674463,12320638,20662,25.7321262742,"KRASG12D","BRAF_R188L",30
"421",22,-0.305891247368578,419.046882208061,749.619797490129,53594001,95872624,127895,159.2783994695,"KRASG12D","BRAF_R188L",30
"422",23,0.674814006658704,284.81374853114,72.808110367893,25207156,6443809,88504,110.2214743864,"KRASG12D","BRAF_R188L",30
"423",24,0.626664503436446,623.145300125236,132.730980897113,70655953,15049835,113386,141.2091215626,"KRASG12D","BRAF_R188L",30
"424",25,0.628225580853203,176.967135466822,46.2436230488433,15804227,4129833,89306,111.2202724346,"KRASG12D","BRAF_R188L",30
"425",26,0.63697704434732,64.8060194726743,16.971122639945,5471313,1432804,84426,105.1427980266,"KRASG12D","BRAF_R188L",30
"426",27,0.736367738105024,212.851350600267,15.5456869719875,15318486,1118792,71968,89.6278029088,"KRASG12D","BRAF_R188L",30
"427",28,0.293361981703626,339.015081720762,140.738204456094,35178917,14604122,103768,129.2310172888,"KRASG12D","BRAF_R188L",30
"428",29,-0.39582291460451,1133.29995645523,1394.28155599969,101501744,124876039,89563,111.5403361483,"KRASG12D","BRAF_R188L",30
"429",30,0.654570637559086,80.6833791208791,7.62464586195055,7518400,710495,93184,116.0498719744,"KRASG12D","BRAF_R188L",30
"430",31,0.0922334733298071,17.0277135107104,4.00012964218756,1707471,401117,100276,124.8821360116,"KRASG12D","BRAF_R188L",30
"431",32,0.234436550568507,42.6504753849743,6.90595835277648,2924799,473583,68576,85.4034600416,"KRASG12D","BRAF_R188L",30
"432",33,0.370451814872575,709.853661569066,223.521540469974,22837412,7191135,32172,40.0664972652,"KRASG12D","BRAF_R188L",30
"433",34,0.542683438748228,894.888476321824,190.929100123226,109658739,23396261,122539,152.6081222299,"KRASG12D","BRAF_R188L",30
"434",35,0.605908616979399,216.721484057971,50.8103188405797,28038342,6573585,129375,161.1215679375,"KRASG12D","BRAF_R188L",30
"435",36,-0.187357159802035,5.27292644757433,0.731351069379238,50541,7010,9585,11.9370065985,"KRASG12D","BRAF_R188L",30
"436",1,0.1161728112781,393.031208883743,274.319498973738,37339930,26061724,95005,118.3177164205,"KRASG12D","BRAF_R188L",31
"437",2,0.701468739736575,493.991117670245,117.896464484431,53890973,12861679,109093,135.8626876213,"KRASG12D","BRAF_R188L",31
"438",3,0.791305253647084,85.4784824925469,16.0526801893962,7311402,1373066,85535,106.5239289935,"KRASG12D","BRAF_R188L",31
"439",4,0.598537515993169,718.363413198823,139.975569567045,85449328,16650094,118950,148.138438695,"KRASG12D","BRAF_R188L",31
"440",5,0.714788661541249,16.9888221457592,6.62304387550786,873922,340696,51441,64.0638034881,"KRASG12D","BRAF_R188L",31
"441",6,0.5449426896259,128.659406817176,32.5964290984211,4359624,1104530,33885,42.1998402285,"KRASG12D","BRAF_R188L",31
"442",7,-0.190229293692189,1130.64261460102,964.857928047968,210439726,179583217,186124,231.7958702284,"KRASG12D","BRAF_R188L",31
"443",8,0.101765306193358,276.046153093187,366.48419146437,11280350,14976010,40864,50.8913758624,"KRASG12D","BRAF_R188L",31
"444",9,-0.1927828391067,1751.61434680977,1054.58153133855,233047034,140308909,133047,165.6946183527,"KRASG12D","BRAF_R188L",31
"445",10,0.575290203573584,115.618867409086,18.9230905204969,14389693,2355130,124458,154.9980143178,"KRASG12D","BRAF_R188L",31
"446",11,0.349377945742732,18.9557367328787,4.80595908686629,639377,162105,33730,42.006805693,"KRASG12D","BRAF_R188L",31
"447",12,0.657795039461008,1445.58500901637,591.316389370896,42487189,17379380,29391,36.6030840831,"KRASG12D","BRAF_R188L",31
"448",13,0.726698180640449,245.768876131596,75.8798851843674,27827181,8591500,113225,141.0086147225,"KRASG12D","BRAF_R188L",31
"449",14,0.532164630035331,65.591625718568,25.0242842778273,6914538,2638010,105418,131.2859010538,"KRASG12D","BRAF_R188L",31
"450",15,0.671434027243811,547.985178109996,98.8308104281974,64256194,11588802,117259,146.0324941819,"KRASG12D","BRAF_R188L",31
"451",16,0.608942920586318,302.612026290611,86.4248824826324,29097962,8310271,96156,119.7511535196,"KRASG12D","BRAF_R188L",31
"452",17,-0.234432575065002,548.007381325309,953.364558538781,88868165,154603317,162166,201.9589579606,"KRASG12D","BRAF_R188L",31
"453",18,0.202597645354711,499.024568383126,274.104301155983,66480053,36516175,133220,165.910069802,"KRASG12D","BRAF_R188L",31
"454",19,-0.0147327784260165,6.99882163234929,5.08961796080377,225698,164130,32248,40.1611464568,"KRASG12D","BRAF_R188L",31
"455",20,-0.0904462726711062,1485.30895391368,939.032055596196,101520867,64182841,68350,85.122003235,"KRASG12D","BRAF_R188L",31
"456",21,-0.337758856101622,778.872981073794,902.461925080495,119014907,137899792,152804,190.2996720164,"KRASG12D","BRAF_R188L",31
"457",22,0.4801783889534,59.6600383891678,14.0926918749232,6309586,1490429,105759,131.7105770319,"KRASG12D","BRAF_R188L",31
"458",23,-0.280135338380885,188.575340609302,326.040737595316,20872273,36087493,110684,137.8440937244,"KRASG12D","BRAF_R188L",31
"459",24,0.673358401585731,100.426601042948,30.3181578484795,8569904,2587200,85335,106.2748521735,"KRASG12D","BRAF_R188L",31
"460",25,-0.0661769894659482,28.3293977368372,55.7360500639047,3635115,7151827,128316,159.8027061756,"KRASG12D","BRAF_R188L",31
"461",26,0.474169789130951,72.3792505756751,13.0450240736864,8643892,1557902,119425,148.7299961425,"KRASG12D","BRAF_R188L",31
"462",27,0.646272764285098,159.596215424445,35.825163510015,18740426,4206734,117424,146.2379825584,"KRASG12D","BRAF_R188L",31
"463",28,-0.00400899304711854,13.5289701026731,8.09145596815776,598224,357788,44218,55.0683941338,"KRASG12D","BRAF_R188L",31
"464",29,-0.397175880481146,1532.38544461003,1581.04170392449,123387676,127305478,80520,100.278327732,"KRASG12D","BRAF_R188L",31
"465",30,0.358051559062166,63.1496589716684,11.3767051416579,2407265,433680,38120,47.474041892,"KRASG12D","BRAF_R188L",31
"466",31,0.641941318751512,95.1535289280186,9.4343556501548,7868055,780108,82688,102.9783204608,"KRASG12D","BRAF_R188L",31
"467",32,0.16313547893588,11.1489441035897,6.55354055794719,328905,193336,29501,36.7400763341,"KRASG12D","BRAF_R188L",31
"468",1,0.20322733339762,35.205585857602,4.25362812895685,1445823,174688,41068,51.1454342188,"KRASG12D","BRAF_R188L",32
"469",2,-0.410378824070878,2024.74190374239,1272.28971356279,187250156,117662625,92481,115.1743669521,"KRASG12D","BRAF_R188L",32
"470",3,-0.0789075214605294,542.036183069273,455.158118422574,37495895,31486018,69176,86.1506905016,"KRASG12D","BRAF_R188L",32
"471",5,0.693847114111586,420.274781083337,45.7079036342288,29708804,3231046,70689,88.0349566449,"KRASG12D","BRAF_R188L",32
"472",6,0.589744467209165,457.147814154087,282.141911172101,20987199,12952853,45909,57.1743386469,"KRASG12D","BRAF_R188L",32
"473",7,0.75375968370103,67.1373174374162,6.07340471308882,2652394,239942,39507,49.2013896387,"KRASG12D","BRAF_R188L",32
"474",8,0.717875461268236,97.3521553398058,19.7057398058252,6267045,1268557,64375,80.1716014375,"KRASG12D","BRAF_R188L",32
"475",9,0.61787394130083,1078.07906784715,188.722987292995,117505228,20569862,108995,135.7406399795,"KRASG12D","BRAF_R188L",32
"476",10,0.645839899909293,162.261820506025,29.0088546619483,10408609,1860831,64147,79.8876538627,"KRASG12D","BRAF_R188L",32
"477",11,-0.23782505564599,43.9478293810137,136.739192363058,2900337,9024103,65995,82.1891236795,"KRASG12D","BRAF_R188L",32
"478",12,0.228310617214836,12.9230839596896,3.62118278422345,847638,237517,65591,81.6859885031,"KRASG12D","BRAF_R188L",32
"479",13,0.559592359166307,50.2102280828439,6.25514554711826,10916758,1360000,217421,270.7726564061,"KRASG12D","BRAF_R188L",32
"480",14,0.694041899514212,57.6332342137485,11.3864439391289,3294892,650963,57170,71.198608997,"KRASG12D","BRAF_R188L",32
"481",15,-0.321145523799005,1209.6056860001,828.346706059192,186695380,127850344,154344,192.2175635304,"KRASG12D","BRAF_R188L",32
"482",16,-0.232036003473319,937.943301353607,896.536666063276,93267206,89149813,99438,123.8385041358,"KRASG12D","BRAF_R188L",32
"483",17,0.429117425129665,73.1941755340427,50.9463157052564,914854,636778,12499,15.5660558659,"KRASG12D","BRAF_R188L",32
"484",18,0.762286306773683,118.190143699337,28.7185151068534,6415361,1558841,54280,67.599448948,"KRASG12D","BRAF_R188L",32
"485",19,0.629717726588645,132.422421017558,15.1308347048192,13115249,1498573,99041,123.3440866481,"KRASG12D","BRAF_R188L",32
"486",20,0.888844248761364,228.949139357015,123.52886552351,27958811,15085098,122118,152.0838155238,"KRASG12D","BRAF_R188L",32
"487",21,0.611855900059977,53.5972926605367,10.2698159490737,7122973,1364838,132898,165.5090561218,"KRASG12D","BRAF_R188L",32
"488",22,0.646926494456413,128.690184083829,18.1856584536958,11360126,1605339,88275,109.9362814275,"KRASG12D","BRAF_R188L",32
"489",23,0.61717635879883,294.854567211807,43.1990084905123,25872014,3790497,87745,109.2762278545,"KRASG12D","BRAF_R188L",32
"490",24,0.705115613526584,1590.43814870601,525.491085855128,58074849,19188307,36515,45.4752004115,"KRASG12D","BRAF_R188L",32
"491",25,0.585807386721017,55.0167438159989,6.81701866049472,7606615,942521,138260,172.186805666,"KRASG12D","BRAF_R188L",32
"492",26,-0.257993752547998,2249.65075609982,1111.01376519158,193991884,95804939,86232,107.3919617112,"KRASG12D","BRAF_R188L",32
"493",27,0.065877126571294,159.908428192734,60.797520661157,4101971,1559578,25652,31.9465929332,"KRASG12D","BRAF_R188L",32
"494",28,0.416345704754968,86.4278960955147,3.81166505324298,5356801,236247,61980,77.188906518,"KRASG12D","BRAF_R188L",32
"495",29,-0.464848606843507,1013.40301326839,1543.41938824279,89055830,135632609,87878,109.4418639398,"KRASG12D","BRAF_R188L",32
"496",30,0.709512057934226,104.494994629043,30.0902049990522,11576060,3333423,110781,137.9648959821,"KRASG12D","BRAF_R188L",32
"497",31,0.790816880699144,318.954357154997,39.0858578348063,30027639,3679699,94144,117.2454407104,"KRASG12D","BRAF_R188L",32
"498",32,0.663700612835698,347.457859617307,33.0936388365767,29889020,2846781,86022,107.1304310502,"KRASG12D","BRAF_R188L",32
"499",33,-0.208544201171572,11.2465735458063,0.434061249918027,171499,6619,15249,18.9908621409,"KRASG12D","BRAF_R188L",32
"500",34,-0.156027121294667,80.9836805094865,133.75553933926,3662244,6048693,45222,56.3187597702,"KRASG12D","BRAF_R188L",32
"501",35,0.661216844009013,218.685404396086,62.2940213695409,18972927,5404567,86759,108.0482791319,"KRASG12D","BRAF_R188L",32
"502",36,0.695526105779844,469.487330184188,76.544591526603,51284918,8361425,109236,136.0407775476,"KRASG12D","BRAF_R188L",32
"503",37,0.786210630255894,348.890386531704,51.9869617664027,33261465,4956177,95335,118.7286931735,"KRASG12D","BRAF_R188L",32
"504",38,-0.0649055760570905,7.02107290055279,2.73154768987787,649035,252507,92441,115.1245515881,"KRASG12D","BRAF_R188L",32
"505",39,-0.0165761262886496,5.66733944954128,1.78582568807339,123548,38931,21800,27.14937338,"KRASG12D","BRAF_R188L",32
"506",40,-0.234491752297041,1706.03542510121,312.065393416652,116303847,21274122,68172,84.9003248652,"KRASG12D","BRAF_R188L",32
"507",41,-0.047182696354503,88.7540886621792,67.7261911022297,6750991,5151525,76064,94.7288961824,"KRASG12D","BRAF_R188L",32
"508",42,0.307554692798676,83.3529860505667,6.92104402789887,1529694,127015,18352,22.8552890032,"KRASG12D","BRAF_R188L",32
"509",43,0.269973244502784,71.9443450027057,2.85001873204845,1728319,68466,24023,29.9178622343,"KRASG12D","BRAF_R188L",32
"510",44,-0.286567718112471,940.725296910891,1446.21749430899,91328434,140403133,97083,120.9056245803,"KRASG12D","BRAF_R188L",32
"511",45,0.336373554446544,670.064110570602,248.066329213779,81544122,30188680,121696,151.5582634336,"KRASG12D","BRAF_R188L",32
"512",46,0.146607719955109,52.9766585574331,3.48773752383457,805722,53045,15209,18.9410467769,"KRASG12D","BRAF_R188L",32
"513",47,0.0228351671386397,820.054014754339,323.862034924828,61472069,24277022,74961,93.3552375201,"KRASG12D","BRAF_R188L",32
"514",48,0.669721453898322,85.6402521970073,7.91196856174292,7932514,732854,92626,115.3549476466,"KRASG12D","BRAF_R188L",32
"515",49,-0.300169999697772,841.676701978951,961.241529095089,72856377,83206028,86561,107.8016930801,"KRASG12D","BRAF_R188L",32
"516",50,-0.0652822992935371,6.95898251192369,1.03024642289348,175088,25921,25160,31.333863956,"KRASG12D","BRAF_R188L",32
"517",51,0.516430093601173,24.3691606064341,4.46470871665004,2174777,398444,89243,111.1418132363,"KRASG12D","BRAF_R188L",32
"518",52,0.822662910180751,148.04435510338,31.5981293075156,9021823,1925590,60940,75.893707054,"KRASG12D","BRAF_R188L",32
"519",53,-0.672235874350233,2899.75555555556,1184.66666666667,130489,53310,45,0.0560422845,"KRASG12D","BRAF_R188L",32
"520",54,0.0258650406075732,944.779517286367,1135.52185257665,1448347,1740755,1533,1.9091738253,"KRASG12D","BRAF_R188L",32
"521",55,0.0356701319244584,1092.00661667402,622.637759153066,49511580,28230396,45340,56.465715094,"KRASG12D","BRAF_R188L",32
"522",1,0.341633528114878,1070.73729613561,547.902838033261,106619737,54557973,99576,124.0103671416,"KRASG12D","BRAF_R188L",33
"523",2,-0.0307444322698171,123.777485017566,19.8937797065509,2395837,385064,19356,24.1056546396,"KRASG12D","BRAF_R188L",33
"524",3,0.220587865821949,185.339007940118,13.0486673337578,14262022,1004108,76951,95.8335518791,"KRASG12D","BRAF_R188L",33
"525",4,0.551769709448587,116.056504843272,28.0829213932623,8123259,1965636,69994,87.1694146954,"KRASG12D","BRAF_R188L",33
"526",5,-0.0609531595819847,20.0608203186074,20.2572833243577,1154761,1166070,57563,71.6880449483,"KRASG12D","BRAF_R188L",33
"527",6,0.74474746813827,81.2387172306138,14.6672788209908,3538921,638936,43562,54.2514221642,"KRASG12D","BRAF_R188L",33
"528",7,0.274515228800188,16.2089406110233,11.5400858903896,728446,518623,44941,55.9688068381,"KRASG12D","BRAF_R188L",33
"529",8,0.314903990739761,54.0844208236862,4.26131340770364,3083461,242946,57012,71.0018383092,"KRASG12D","BRAF_R188L",33
"530",9,0.820563438609695,301.525478980226,32.9299135836639,9804704,1070782,32517,40.4961547797,"KRASG12D","BRAF_R188L",33
"531",10,0.191996225950631,35.2210726973399,11.039979204575,2032432,637062,57705,71.8648894905,"KRASG12D","BRAF_R188L",33
"532",11,0.0845666050880982,14.5763369354392,2.94474132129992,368242,74393,25263,31.4621385183,"KRASG12D","BRAF_R188L",33
"533",12,0.245936841811219,66.1807131280389,41.6751053484603,4083350,2571354,61700,76.84019897,"KRASG12D","BRAF_R188L",33
"534",13,0.755020385144971,124.841882801047,21.3405880499267,18223669,3115171,145974,181.7936986134,"KRASG12D","BRAF_R188L",33
"535",14,-0.211990647856964,975.86084924809,615.458741914823,108175151,68224217,110851,138.0520728691,"KRASG12D","BRAF_R188L",33
"536",15,0.703525176851211,209.720451112153,99.6775537844455,16104014,7654040,76788,95.6305542708,"KRASG12D","BRAF_R188L",33
"537",16,0.294609821915651,287.967201496768,83.4469469327588,20316662,5887349,70552,87.8643390232,"KRASG12D","BRAF_R188L",33
"538",17,-0.50384234375048,1410.11088430361,2439.3202210759,191352047,331015754,135700,168.99862237,"KRASG12D","BRAF_R188L",33
"539",18,0.401749732160435,147.175041146287,11.8433976711642,16721881,1345635,113619,141.4992960579,"KRASG12D","BRAF_R188L",33
"540",19,0.698500612380687,142.814340013822,68.2188579820318,16532188,7897015,115760,144.165663416,"KRASG12D","BRAF_R188L",33
"541",20,0.652068278859413,155.966560832753,28.0154184064022,21515899,3864783,137952,171.8032273632,"KRASG12D","BRAF_R188L",33
"542",21,-0.0250908849557288,12.9181832921244,3.2237748773864,1274818,318135,98684,122.8994845244,"KRASG12D","BRAF_R188L",33
"543",22,0.0415057135377648,52.9966455133741,3.10927115016334,8468122,496818,159786,198.9949438026,"KRASG12D","BRAF_R188L",33
"544",23,0.814879452516089,78.7764456153304,18.7003641306172,9389207,2228859,119188,148.4348401108,"KRASG12D","BRAF_R188L",33
"545",24,-0.00316699774935428,1475.87690463039,739.917092163229,219099830,109843652,148454,184.8822511814,"KRASG12D","BRAF_R188L",33
"546",25,0.16594057164191,878.802080281277,1258.53605960404,167963684,240541480,191128,238.0277722648,"KRASG12D","BRAF_R188L",33
"547",26,-0.209101270801587,2389.00914099111,1994.71624357977,371641429,310304043,155563,193.7356867483,"KRASG12D","BRAF_R188L",33
"548",27,0.559925433350296,47.7416516767885,5.94257540947598,8041938,1001009,168447,209.7812154927,"KRASG12D","BRAF_R188L",33
"549",28,0.76763219900413,127.52124108633,26.005879229252,13447880,2742476,105456,131.3332256496,"KRASG12D","BRAF_R188L",33
"550",29,0.346227668885878,30.1141765704584,4.14482346419043,3476501,478495,115444,143.7721220404,"KRASG12D","BRAF_R188L",33
"551",30,0.6215670813116,523.826282574267,241.98703028267,43659873,20169135,83348,103.8002739668,"KRASG12D","BRAF_R188L",33
"552",31,0.582601407535262,178.495363589971,97.6588058599244,43022202,23538409,241027,300.1711934707,"KRASG12D","BRAF_R188L",33
"553",32,-0.036403084104561,643.584667149059,536.913234442836,88943401,74201409,138200,172.11208262,"KRASG12D","BRAF_R188L",33
"554",33,0.760727298145757,126.916377449999,18.6509766624397,22819057,3353371,179796,223.9150796436,"KRASG12D","BRAF_R188L",33
"555",34,0.809488642466543,213.092335498101,33.5224421026835,34780931,5471533,163220,203.271592802,"KRASG12D","BRAF_R188L",33
"556",35,0.380980511074243,71.6222728752849,22.3028691341944,1979568,616429,27639,34.4211711399,"KRASG12D","BRAF_R188L",33
"557",36,0.683472795830511,176.645398251082,27.5303034021285,21594370,3365497,122247,152.2444700727,"KRASG12D","BRAF_R188L",33
"558",37,0.655679490221293,183.070585707029,28.7431719610831,18741302,2942496,102372,127.4924610852,"KRASG12D","BRAF_R188L",33
"559",38,-0.0768899341814147,884.922406967538,1316.82136308705,84941932,126399049,95988,119.5419289908,"KRASG12D","BRAF_R188L",33
"560",39,-0.0819074933418812,53.7535421698747,109.349460892951,4317377,8782730,80318,100.0267601438,"KRASG12D","BRAF_R188L",33
"561",40,0.107610707901464,58.6709839248459,7.34817843059224,4865174,609333,82923,103.2709857243,"KRASG12D","BRAF_R188L",33
"562",41,0.138933664057136,94.1273989383422,57.490240914659,13831080,8447616,146940,182.996739654,"KRASG12D","BRAF_R188L",33
"563",1,-0.35308340726807,1017.96331974805,1347.22727821899,252768436,334527311,248308,309.2388351028,"KRASG12D","BRAF_R188L",34
"564",2,0.816827288412645,284.652296718439,41.7723732861124,45652820,6699495,160381,199.7359473421,"KRASG12D","BRAF_R188L",34
"565",3,0.777886722909365,75.0495106643903,12.6496260850747,3121084,526060,41587,51.7917885667,"KRASG12D","BRAF_R188L",34
"566",4,-0.463750038419527,2199.28899887773,4978.04891945555,76427492,172992178,34751,43.2783428591,"KRASG12D","BRAF_R188L",34
"567",5,0.493341775302562,18.8507737568466,6.76532564758784,3152528,1131406,167236,208.2730553476,"KRASG12D","BRAF_R188L",34
"568",6,0.59759143754257,485.507726806234,119.149808090456,81841552,20084964,168569,209.9331523529,"KRASG12D","BRAF_R188L",34
"569",7,0.771836161332546,211.883141535176,23.9873947087436,7143852,808759,33716,41.9893703156,"KRASG12D","BRAF_R188L",34
"570",8,0.789664993563962,367.563368571995,73.4214071057007,48189763,9625987,131106,163.2773278146,"KRASG12D","BRAF_R188L",34
"571",9,0.0460198241887475,91.1449377289377,6.09861782661783,9330963,624346,102375,127.4961972375,"KRASG12D","BRAF_R188L",34
"572",10,0.547910637309315,322.128009301312,49.8724557642699,44329646,6863198,137615,171.3835329215,"KRASG12D","BRAF_R188L",34
"573",11,-0.0864638348063132,1147.79933582579,870.422759132395,159336356,120831217,138819,172.8829753779,"KRASG12D","BRAF_R188L",34
"574",12,-0.423028832247974,996.523105476282,1916.22510605476,206718753,397501736,207440,258.342477704,"KRASG12D","BRAF_R188L",34
"575",13,0.174144816377141,479.807996546148,221.790456537806,65570081,30309662,136659,170.1929457219,"KRASG12D","BRAF_R188L",34
"576",14,-0.413026624626801,751.898465054225,1777.29691689893,113841939,269093417,151406,188.5586250446,"KRASG12D","BRAF_R188L",34
"577",15,0.570898753424322,45.7216457398663,17.4841208289565,4657344,1780985,101863,126.8585605783,"KRASG12D","BRAF_R188L",34
"578",16,-0.14656601207519,1451.44156053133,1701.06903154693,180401123,211427571,124291,154.7900351731,"KRASG12D","BRAF_R188L",34
"579",17,0.766767858184334,254.404891969706,94.3257879583583,30131461,11171852,118439,147.5020474199,"KRASG12D","BRAF_R188L",34
"580",18,0.128373829329465,14.3877171215881,2.22534365276301,1461159,225997,101556,126.4762276596,"KRASG12D","BRAF_R188L",34
"581",19,0.81997009661592,203.57573879701,73.2651051551183,21024488,7566527,103276,128.6182883116,"KRASG12D","BRAF_R188L",34
"582",20,0.216904631998722,217.293742731908,81.6098600053672,19433014,7298533,89432,111.3771908312,"KRASG12D","BRAF_R188L",34
"583",21,0.80168780078479,252.580030584937,97.9650742321906,31711928,12299711,125552,156.3604645232,"KRASG12D","BRAF_R188L",34
"584",22,0.434184741844381,809.861053322238,359.597738765843,101213195,44941087,124976,155.6431232816,"KRASG12D","BRAF_R188L",34
"585",23,0.798077083800604,803.472463768116,536.272463768116,277198,185014,345,0.4296575145,"KRASG12D","BRAF_R188L",34
"586",24,0.800371635779513,415.577275719031,85.6345991948692,27150079,5594594,65331,81.3621886371,"KRASG12D","BRAF_R188L",34
"587",25,-0.307161084498222,1457.62020088238,4106.1025251103,77640140,218711551,53265,66.3353840865,"KRASG12D","BRAF_R188L",34
"588",26,0.681351948117916,728.52200749504,278.79271070615,9914456,3794090,13609,16.9484322169,"KRASG12D","BRAF_R188L",34
