"","Cell_ID","Pearson_Correlation","mean_intensity_KRAS","mean_intensity_BRAF","sum_intensity_KRAS","sum_intensity_BRAF","Area_Pixels","Area","KRAS_type","BRAF_type","image_no"
"861",2,0.0546655190673321,42.6874387639744,86.1795126240422,3398347,6860751,79610,99.145028201,"KRASG12D","BRAF_WT",6
"862",3,0.704095781328984,4.35014663976538,1.6314661896541,209142,78436,48077,59.8743313757,"KRASG12D","BRAF_WT",6
"863",4,0.0985442414213289,11.8155112393721,1.57672149392414,913020,121838,77273,96.2345655593,"KRASG12D","BRAF_WT",6
"864",5,0.0048706419489999,12.0942907592702,2.80334650634827,719187,166701,59465,74.0567655065,"KRASG12D","BRAF_WT",6
"865",6,0.105303107002157,3.91906096706377,1.72729232925449,145405,64086,37102,46.2062408782,"KRASG12D","BRAF_WT",6
"866",7,0.726944677542648,16.2400361554685,16.3061765592046,1347517,1353005,82975,103.3357456975,"KRASG12D","BRAF_WT",6
"867",8,-0.145655055854278,2.84921214279355,0.987750378349506,160026,55477,56165,69.9469979765,"KRASG12D","BRAF_WT",6
"868",9,0.0307601295863137,1.9739524883938,0.851216141188145,167101,72058,84653,105.4255002173,"KRASG12D","BRAF_WT",6
"869",10,0.0165890840955369,2.73811845575893,1.49503636799616,171283,93522,62555,77.9050023755,"KRASG12D","BRAF_WT",6
"870",11,-0.0173398160252324,2.72453932214544,1.0711994076999,66239,26043,24312,30.2777782392,"KRASG12D","BRAF_WT",6
"871",12,0.10355969435117,3.46726531740001,1.66446086896456,250978,120482,72385,90.1471280785,"KRASG12D","BRAF_WT",6
"872",13,0.848067543870028,47.3301271006061,30.3025379578764,4669685,2989709,98662,122.8720860742,"KRASG12D","BRAF_WT",6
"873",14,0.0696727189191968,2.29964426791209,1.49189236376334,105372,68360,45821,57.0647448461,"KRASG12D","BRAF_WT",6
"874",15,0.0847599605363407,1.9479273723878,1.17471736896197,45488,27432,23352,29.0822095032,"KRASG12D","BRAF_WT",6
"875",16,0.917971800597558,59.9695056604509,46.8927924241539,3077695,2406585,51321,63.9143573961,"KRASG12D","BRAF_WT",6
"876",17,0.837445994913064,4.60543544650113,2.96505928614335,912369,587399,198107,246.7193078987,"KRASG12D","BRAF_WT",6
"877",18,0.0943171605507998,2.88843680462038,1.36000950577188,401097,188855,138863,172.9377722783,"KRASG12D","BRAF_WT",6
"878",19,0.0165165031232993,2.546236591653,1.48793910210376,336834,196835,132287,164.7481264367,"KRASG12D","BRAF_WT",6
"879",20,0.509951997006839,3.23352294856253,2.11071920306749,589468,384782,182299,227.0322760459,"KRASG12D","BRAF_WT",6
"880",21,0.663384988954416,10.6316217703788,6.87296092148401,1332812,861615,125363,156.1250869283,"KRASG12D","BRAF_WT",6
"881",22,0.014753519724545,26.443055529873,52.5711212608714,4290042,8528981,162237,202.0473802317,"KRASG12D","BRAF_WT",6
"882",23,-0.037905588587825,3.64640482708531,3.82306274093525,65267,68429,17899,22.2911300059,"KRASG12D","BRAF_WT",6
"883",24,0.269492186814971,7.7986094179565,3.46245680704203,927590,411835,118943,148.1297210063,"KRASG12D","BRAF_WT",6
"884",26,0.293918416002952,10.9151793036606,5.72212778647581,1464053,767509,134130,167.043369333,"KRASG12D","BRAF_WT",6
"885",27,-0.0197850541028387,3.77468845792449,2.32438885380243,490098,301794,129838,161.6981807758,"KRASG12D","BRAF_WT",6
"886",28,0.0317023670634338,2.99190403841863,1.44142114937155,281601,135668,94121,117.2167968761,"KRASG12D","BRAF_WT",6
"887",29,0.450698264517677,12.2320514695131,5.17049276209972,83655,35361,6839,8.5171818599,"KRASG12D","BRAF_WT",6
"888",30,0.102927755005714,3.57211886627544,2.15425146709951,286091,172534,80090,99.742812569,"KRASG12D","BRAF_WT",6
"889",31,0.251576173191002,23.4191794364805,37.250700280112,568524,904298,24276,30.2329444116,"KRASG12D","BRAF_WT",6
"890",32,0.747635173063148,436.980656989555,408.047785645804,51959622,48519330,118906,148.0836417946,"KRASG12D","BRAF_WT",6
"891",33,0.0446043600090436,2.52707207570503,1.09299809124392,375998,162625,148788,185.2982094708,"KRASG12D","BRAF_WT",6
"892",34,0.0784991059626346,3.23717293726964,1.28017005437361,354833,140322,109612,136.5090419692,"KRASG12D","BRAF_WT",6
"893",35,-0.0129766620595957,2.55001950078003,0.932122284891396,339989,124278,133328,166.0445712848,"KRASG12D","BRAF_WT",6
"894",36,0.812604800049321,29.1407571689104,21.1263781079025,3179752,2305247,109117,135.8925768397,"KRASG12D","BRAF_WT",6
"895",37,0.694425150315245,270.210446456943,311.934707658087,34014091,39266341,125880,156.768950508,"KRASG12D","BRAF_WT",6
"896",38,0.828758683941592,15.9612946836154,9.34879556148606,1818183,1064940,113912,141.8641935992,"KRASG12D","BRAF_WT",6
"897",39,0.113471413304553,2.94393053157773,0.777474297199103,114251,30173,38809,48.3321115369,"KRASG12D","BRAF_WT",6
"898",40,-0.102515498060961,2.75850213020405,1.98393003961432,36906,26543,13379,16.6619938739,"KRASG12D","BRAF_WT",6
"899",41,-0.0324668883637612,4.64863768975918,2.29457548336053,470047,232016,101115,125.9270132715,"KRASG12D","BRAF_WT",6
"900",42,0.717891647010041,5.10040180515419,2.73045405961759,515365,275896,101044,125.8385910004,"KRASG12D","BRAF_WT",6
"901",43,0.0505197922642544,3.58766233766234,1.73101529012859,224315,108230,62524,77.8663954684,"KRASG12D","BRAF_WT",6
"902",44,-0.0111031460986592,28.6936524472713,43.1317121760427,3139889,4719817,109428,136.2798912948,"KRASG12D","BRAF_WT",6
"903",1,0.877886900579368,336.131448713759,340.322027172137,14399199,14578715,42838,53.3497640758,"KRASG12D","BRAF_WT",7
"904",2,0.266952224239201,19.0842094069033,8.9832431939718,1256199,591313,65824,81.9761629984,"KRASG12D","BRAF_WT",7
"905",3,0.294424895478066,7.52058795592705,4.17322853343465,316707,175743,42112,52.4456152192,"KRASG12D","BRAF_WT",7
"906",4,0.895835585850938,1254.29989516885,1493.86381429272,224941126,267903561,179336,223.3422029576,"KRASG12D","BRAF_WT",7
"907",5,0.902776280349657,203.078890969822,110.699235417914,21036130,11466891,103586,129.0043573826,"KRASG12D","BRAF_WT",7
"908",6,0.709866656410107,32.7275866545502,24.3461508503181,3781509,2813076,115545,143.8979058345,"KRASG12D","BRAF_WT",7
"909",7,0.803753264567541,36.5945812920654,18.1705507989561,6394098,3174904,174728,217.6034730248,"KRASG12D","BRAF_WT",7
"910",8,0.778055225470747,78.0235411324096,84.1820194454181,4229110,4562918,54203,67.5035543723,"KRASG12D","BRAF_WT",7
"911",9,0.813284491982205,351.806447228326,6.49244500826858,15529792,286596,44143,54.9749903263,"KRASG12D","BRAF_WT",7
"912",10,-0.0083301409261775,10.2448568872987,6.8900939177102,91630,61625,8944,11.1387153904,"KRASG12D","BRAF_WT",7
"913",11,0.802735589772577,941.819382733268,355.066648070294,94537946,35640880,100378,125.0091651898,"KRASG12D","BRAF_WT",7
"914",12,0.788961763173957,1153.75687938594,794.318937853373,98153559,67575095,85073,105.9485615393,"KRASG12D","BRAF_WT",7
"915",13,0.868758094372796,103.60930954487,64.7540264031911,6207959,3879867,59917,74.6196791197,"KRASG12D","BRAF_WT",7
"916",14,0.82191216701335,222.729802599904,177.713256299149,27756588,22146626,124620,155.199766542,"KRASG12D","BRAF_WT",7
"917",15,0.899421124680129,201.462359184537,199.052561825158,36178409,35745660,179579,223.6448312939,"KRASG12D","BRAF_WT",7
"918",16,0.775495211205312,110.279620200908,55.5022934727765,9616824,4840022,87204,108.6024750564,"KRASG12D","BRAF_WT",7
"919",17,0.882212355174916,1332.2395691503,1451.46452500034,98824199,107668187,74179,92.3813471539,"KRASG12D","BRAF_WT",7
"920",18,0.561702328431119,303.683239775461,247.073830526597,22721580,18486064,74820,93.179638362,"KRASG12D","BRAF_WT",7
"921",19,0.48012403686841,64.9414454385067,48.3280266413337,6220806,4629390,95791,119.2965883231,"KRASG12D","BRAF_WT",7
"922",20,0.830386490104919,183.428706046903,125.168724182278,30950109,21119844,168731,210.1349045771,"KRASG12D","BRAF_WT",7
"923",21,0.736652317586053,305.866262233543,100.954699021317,45629129,15060422,149180,185.786400038,"KRASG12D","BRAF_WT",7
"924",22,0.458147194848603,126.688827598818,28.5286548014506,16628162,3744443,131252,163.4591538932,"KRASG12D","BRAF_WT",7
"925",23,0.931764800990232,59.0667530072877,68.8792475195364,2690845,3137863,45556,56.7347180596,"KRASG12D","BRAF_WT",7
"926",24,0.829642657958784,2466.53256594562,1415.52839560589,145495823,83499189,58988,73.4627172908,"KRASG12D","BRAF_WT",7
"927",1,0.86116381883203,2263.50016207956,1819.10751277341,146636331,117847242,64783,80.6797181503,"KRASG12D","BRAF_WT",8
"928",2,0.796720485020422,276.317698237389,285.201032322048,12259111,12653229,44366,55.2527109806,"KRASG12D","BRAF_WT",8
"929",3,0.764078531263674,1085.90706901573,1144.38759464182,59664078,62877232,54944,68.4263839904,"KRASG12D","BRAF_WT",8
"930",4,0.878711292343725,598.910541347953,544.751387019468,18243414,16593672,30461,37.9356450701,"KRASG12D","BRAF_WT",8
"931",5,0.528563883812999,136.260067938119,147.419681591225,6658757,7204105,48868,60.8594301988,"KRASG12D","BRAF_WT",8
"932",6,0.903597706347329,1255.37981240269,940.080955455132,165289583,123775759,131665,163.9734975265,"KRASG12D","BRAF_WT",8
"933",7,0.531117879795689,60.4789670574615,26.9807165628483,7000259,3122937,115747,144.1494734227,"KRASG12D","BRAF_WT",8
"934",9,0.638990173512491,60.5969578121688,23.9825630697477,5716717,2262515,94340,117.489535994,"KRASG12D","BRAF_WT",8
"935",10,0.962385231465486,3804.85610565187,3350.81250130396,364741116,321215588,95862,119.3850105942,"KRASG12D","BRAF_WT",8
"936",11,0.718642126878511,159.90328243357,68.4738487435373,6649578,2847485,41585,51.7892977985,"KRASG12D","BRAF_WT",8
"937",12,0.0703784292034855,57.1771748878924,109.478632286996,2550102,4882747,44600,55.54413086,"KRASG12D","BRAF_WT",8
"938",13,0.756382225113839,1244.25843376809,864.59281883832,203484780,141394645,163539,203.6688703299,"KRASG12D","BRAF_WT",8
"939",14,0.52023104332696,305.595155709343,219.634732524846,27643221,19867499,90457,112.6537095337,"KRASG12D","BRAF_WT",8
"940",15,0.260512112203258,77.1947596853063,24.1938091911638,6740878,2112676,87323,108.7506757643,"KRASG12D","BRAF_WT",8
"941",16,0.830249866646439,999.442672734356,782.286494670114,112885051,88357695,112948,140.6636433268,"KRASG12D","BRAF_WT",8
"942",17,0.525551290666467,295.02091373086,382.807475413918,47398060,61501849,160660,200.083409506,"KRASG12D","BRAF_WT",8
"943",18,0.387516470757909,22.9375120841888,3.24194157237163,2491312,352117,108613,135.2649032533,"KRASG12D","BRAF_WT",8
"944",19,0.165111400594588,54.3831546177793,175.877551020408,4716651,15253860,86730,108.012162993,"KRASG12D","BRAF_WT",8
"945",20,0.750705726127523,1073.33795168494,1139.24243808364,42298102,44895266,39408,49.0780966128,"KRASG12D","BRAF_WT",8
"946",21,0.888395182772909,1769.08401698251,1164.97871658227,320013146,210735330,180892,225.2800206172,"KRASG12D","BRAF_WT",8
"947",22,0.769905450160103,164.67947850208,86.5196338418863,14841738,7797582,90125,112.2402420125,"KRASG12D","BRAF_WT",8
"948",23,0.14440515893364,452.588903775531,136.084494009465,46954741,14118358,103747,129.2048642227,"KRASG12D","BRAF_WT",8
"949",24,0.923070691662801,2599.62733380044,1889.89205786589,63074758,45854451,24263,30.2167544183,"KRASG12D","BRAF_WT",8
"950",25,0.903419747039437,173.436682670325,98.2170096021948,30344482,17184048,174960,217.892402136,"KRASG12D","BRAF_WT",8
"951",26,0.880313130194251,282.955618089044,199.245227280688,24233168,17063959,85643,106.6584304763,"KRASG12D","BRAF_WT",8
"952",27,0.831401691085334,547.971666007992,605.301157071971,49915835,55138093,91092,113.4445284372,"KRASG12D","BRAF_WT",8
"953",28,0.764852404353523,72.9775801234931,63.5068362246398,5956722,5183682,81624,101.6532317784,"KRASG12D","BRAF_WT",8
"954",29,0.550172300053093,2534.92304234697,1884.16528548909,400408839,297617096,157957,196.7171362837,"KRASG12D","BRAF_WT",8
"955",30,0.757400030108012,164.618858060321,101.523479691626,12406171,7651114,75363,93.8558819283,"KRASG12D","BRAF_WT",8
"956",31,0.863106257649794,1766.78673512966,1334.37921479436,177892456,134354640,100687,125.3939888767,"KRASG12D","BRAF_WT",8
"957",32,0.697822373119594,130.560359762616,58.1131998967894,14167888,6306212,108516,135.1441009956,"KRASG12D","BRAF_WT",8
"958",33,-0.00271020158346618,20.7987287227201,8.70234318055139,1940355,811859,93292,116.1843734572,"KRASG12D","BRAF_WT",8
"959",34,0.889204041370413,293.524735922183,171.103883273805,15449968,9006224,52636,65.5520374876,"KRASG12D","BRAF_WT",8
"960",35,0.323661283330468,33.7195038449384,18.429869377436,2560794,1399638,75944,94.5794500904,"KRASG12D","BRAF_WT",8
"961",36,0.372589151022193,12.4763994055622,3.70801783313283,176304,52398,14131,17.5985227171,"KRASG12D","BRAF_WT",8
"962",1,0.766451293948381,182.440335829236,228.154224407689,13059809,16332192,71584,89.1495754144,"KRASG12D","BRAF_WT",9
"963",2,0.357018748278187,48.401916660751,15.3767303187336,3409189,1083060,70435,87.7186290835,"KRASG12D","BRAF_WT",9
"964",3,0.0630193965986688,8.44462645268401,4.0126618705036,381486,181272,45175,56.2602267175,"KRASG12D","BRAF_WT",9
"965",4,0.743191694114745,11.7243810215548,6.09741300121766,548830,285426,46811,58.2976751051,"KRASG12D","BRAF_WT",9
"966",5,0.915662883199336,153.842532413975,73.0448517040018,9326242,4428125,60622,75.4976749102,"KRASG12D","BRAF_WT",9
"967",6,0.662389447481491,6.21442225662738,4.20831621852191,786721,532756,126596,157.6606455236,"KRASG12D","BRAF_WT",9
"968",7,0.0263252788533813,35.9962847635963,93.623867443063,6404315,16657184,177916,221.5737575356,"KRASG12D","BRAF_WT",9
"969",8,0.501735837347317,9.65411744025079,4.54898226750361,1318067,621068,136529,170.0310457889,"KRASG12D","BRAF_WT",9
"970",9,0.864711440742047,56.1490444931888,30.0699490882013,6937046,3715052,123547,153.8634694027,"KRASG12D","BRAF_WT",9
"971",10,0.912115165124679,2013.7501513345,1135.00944694121,219559179,123750080,109030,135.784228423,"KRASG12D","BRAF_WT",9
"972",11,0.290047751306277,9.08078791759256,4.67911754736168,964416,496941,106204,132.2647729564,"KRASG12D","BRAF_WT",9
"973",12,0.412766779430022,8.82505446874243,5.42993994028612,765547,471031,86747,108.0333345227,"KRASG12D","BRAF_WT",9
"974",13,0.915344392174787,231.864720214083,87.1763490034749,23220788,8730537,100148,124.7227268468,"KRASG12D","BRAF_WT",9
"975",14,0.942666875044646,115.656232460243,52.0666393826006,9890921,4452739,85520,106.505248232,"KRASG12D","BRAF_WT",9
"976",15,0.071324968930333,52.2433931484502,9.2952691680261,640504,113960,12260,15.268409066,"KRASG12D","BRAF_WT",9
"977",1,0.944928011795731,4702.29814210269,4497.93135463776,471015098,450544290,100167,124.7463891447,"KRASG12D","BRAF_WT",10
"978",2,0.864297940854071,1723.83669240912,1028.49885414705,109822188,65523605,63708,79.3409302428,"KRASG12D","BRAF_WT",10
"979",3,0.83722534031496,49.0016134749606,12.0508122379631,4008871,985889,81811,101.8861186051,"KRASG12D","BRAF_WT",10
"980",4,0.821023596233886,96.1570443595282,91.5515035720219,2315077,2204194,24076,29.9838675916,"KRASG12D","BRAF_WT",10
"981",5,0.793830433524998,185.095386287966,231.508011143575,13620244,17035517,73585,91.6415889985,"KRASG12D","BRAF_WT",10
"982",6,0.981004978982499,704.692911859515,525.013777110899,98155971,73128644,139289,173.4683059049,"KRASG12D","BRAF_WT",10
"983",7,0.868767267758119,185.826542056075,82.340636781245,29328074,12995411,157825,196.5527455825,"KRASG12D","BRAF_WT",10
"984",8,0.846798100170465,2752.94108591023,1475.75596177621,354058506,189798450,128611,160.1700944851,"KRASG12D","BRAF_WT",10
"985",9,0.916772906154394,435.021240411488,358.192483796159,36578761,30118615,84085,104.7181220485,"KRASG12D","BRAF_WT",10
"986",10,0.10844512660555,10.6890765383309,8.19895643582698,692417,531112,64778,80.6734912298,"KRASG12D","BRAF_WT",10
"987",11,0.78582907484015,160.482688664219,53.0879985916201,19143338,6332655,119286,148.5568877526,"KRASG12D","BRAF_WT",10
"988",12,0.370125650449007,77.4511194429566,28.9773968934119,3615031,1352520,46675,58.1283028675,"KRASG12D","BRAF_WT",10
"989",13,0.918013593485741,278.635135660875,192.974517386534,35809909,24800892,128519,160.0555191479,"KRASG12D","BRAF_WT",10
"990",14,0.521559412739936,14.48734157171,9.1304606692467,2287247,1441508,157879,196.6199963239,"KRASG12D","BRAF_WT",10
"991",15,0.816296842501298,2895.30112942809,2159.44154342323,225332601,168062857,77827,96.9245083507,"KRASG12D","BRAF_WT",10
"992",16,0.933383943478536,337.099271229404,318.222227503169,21277706,20086187,63120,78.608644392,"KRASG12D","BRAF_WT",10
"993",17,-0.134239649996101,25.6535257708104,81.611644588419,886945,2821641,34574,43.0579098734,"KRASG12D","BRAF_WT",10
"994",18,0.876465265335717,544.238800713074,258.800439920642,75712325,36003282,139116,173.2528544556,"KRASG12D","BRAF_WT",10
"995",19,0.933972442410108,301.831778795739,264.407031293118,43751120,38326328,144952,180.5209160632,"KRASG12D","BRAF_WT",10
"996",20,0.838522740325295,41.772655319745,15.8327379701618,5963882,2260440,142770,177.803487957,"KRASG12D","BRAF_WT",10
"997",21,0.688958496719482,194.728014472759,71.0504170968597,21312397,7776255,109447,136.3035535927,"KRASG12D","BRAF_WT",10
"998",22,0.648883998381835,468.276097622875,693.205108140879,66425901,98332531,141852,176.6602253532,"KRASG12D","BRAF_WT",10
"999",23,0.546212720002217,131.824639652464,41.3728634844315,12502117,3923761,94839,118.1109826599,"KRASG12D","BRAF_WT",10
"1000",24,0.554397019924953,85.7873223911698,92.4677246440274,11362874,12247720,132454,164.9561055814,"KRASG12D","BRAF_WT",10
"1001",25,0.807369519640268,194.966005392912,102.657750706215,24294324,12791977,124608,155.1848219328,"KRASG12D","BRAF_WT",10
"1002",26,0.229475404175171,44.9350410296763,60.9390456384892,6395874,8673820,142336,177.2629912576,"KRASG12D","BRAF_WT",10
"1003",27,0.267776754721817,104.714956755145,21.0215385475693,11235496,2255527,107296,133.6247323936,"KRASG12D","BRAF_WT",10
"1004",1,0.173907154965793,10.7544241256623,12.9631154545313,692187,834345,64363,80.1566568283,"KRASG12D","BRAF_WT",11
"1005",2,0.796986325346321,78.4333507460992,75.1998228440346,3453342,3310973,44029,54.8330165389,"KRASG12D","BRAF_WT",11
"1006",3,0.404017903426558,4.21721573089839,4.09682634398157,607802,590451,144124,179.4897380284,"KRASG12D","BRAF_WT",11
"1007",4,0.440608185584759,44.790128509454,43.1399688958009,1094402,1054082,24434,30.4297150994,"KRASG12D","BRAF_WT",11
"1008",5,0.930062734423362,74.0143258045535,99.4386570406916,6540794,8787593,88372,110.0570836852,"KRASG12D","BRAF_WT",11
"1009",6,0.755985355584088,38.1781467814678,31.3166000410004,1489864,1222099,39024,48.5998691184,"KRASG12D","BRAF_WT",11
"1010",7,0.0066515569184123,6.49165677068668,3.5549135070945,530258,290376,81683,101.7267094403,"KRASG12D","BRAF_WT",11
"1011",8,0.481161257164074,7.31041729925399,4.76868439697311,1227865,800953,167961,209.1759588201,"KRASG12D","BRAF_WT",11
"1012",9,0.481206307968169,4.82769762548843,4.21255385231941,192741,168182,39924,49.7207148084,"KRASG12D","BRAF_WT",11
"1013",10,0.0974113487042999,6.56315727610263,4.87945876057,949236,705721,144631,180.1211477671,"KRASG12D","BRAF_WT",11
"1014",11,0.333139018996249,3.34872494792041,3.05127505207959,233088,212384,69605,86.6849602805,"KRASG12D","BRAF_WT",11
"1015",12,0.717214804135385,299.907863987304,487.555541419187,89575881,145622114,298678,371.9688322198,"KRASG12D","BRAF_WT",11
"1016",13,0.817670532772122,56.3712982084356,26.6027851960774,5213725,2460465,92489,115.1843300249,"KRASG12D","BRAF_WT",11
"1017",14,0.855106189333287,551.62101255522,871.6918914206,94900879,149965873,172040,214.255880564,"KRASG12D","BRAF_WT",11
"1018",15,0.691837939679415,698.553009632138,724.429698543673,21249284,22036427,30419,37.8833389379,"KRASG12D","BRAF_WT",11
"1019",16,0.653437333037155,30.024948024948,28.2717378011496,1473084,1387068,49062,61.1010347142,"KRASG12D","BRAF_WT",11
"1020",17,0.927603213468266,753.814164060241,977.353115882987,57360735,74370708,76094,94.7662577054,"KRASG12D","BRAF_WT",11
"1021",18,0.923718495739194,93.2782603365311,127.083292978208,15216949,20731733,163135,203.1657351535,"KRASG12D","BRAF_WT",11
"1022",19,0.180894607735126,5.83900499411521,3.36932277252919,917804,529607,157185,195.7556997585,"KRASG12D","BRAF_WT",11
"1023",20,0.0176968024561985,4.14336217024458,4.11562533376055,387943,385346,93630,116.605313283,"KRASG12D","BRAF_WT",11
"1024",21,0.868421546170524,110.418099721395,98.6143809116237,12642762,11291248,114499,142.5952340659,"KRASG12D","BRAF_WT",11
"1025",22,0.916793851652808,730.791282318401,1058.4946491145,154328503,223532900,211180,263.000214238,"KRASG12D","BRAF_WT",11
"1026",23,0.541371870299112,8.48684331283678,8.81782107255079,1941951,2017685,228819,284.9675443779,"KRASG12D","BRAF_WT",11
"1027",24,0.89601841266689,86.5547861876165,103.347606906192,13375138,15970099,154528,192.4467142048,"KRASG12D","BRAF_WT",11
"1028",25,0.915201456470849,780.807058986048,999.916079569001,113045246,144767850,144780,180.306709998,"KRASG12D","BRAF_WT",11
"1029",26,0.92468285683448,90.7470725580021,119.581007832127,15352136,20230117,169175,210.6878551175,"KRASG12D","BRAF_WT",11
"1030",27,0.464880503488218,7.43458120536104,6.43171268255337,767167,663682,103189,128.5099398949,"KRASG12D","BRAF_WT",11
"1031",28,-0.0913657445532645,4.54202538741841,2.96476194289833,113428,74039,24973,31.1009771293,"KRASG12D","BRAF_WT",11
"1032",29,0.447347097393873,10.3367085063693,7.1453968550231,886104,612532,85724,106.7593065884,"KRASG12D","BRAF_WT",11
"1033",30,0.524425587106063,23.813071685656,36.4912312876825,1038750,1591784,43621,54.3248998261,"KRASG12D","BRAF_WT",11
"1034",31,0.0288865062688136,4.45204183266932,3.91713147410359,357588,314624,80320,100.029250912,"KRASG12D","BRAF_WT",11
"1035",32,-0.00367586679277203,5.89643185677894,3.45508420605718,666627,390618,113056,140.7981448096,"KRASG12D","BRAF_WT",11
"1036",33,-0.0577692761626824,5.80769230769231,3.3453414130601,607624,350003,104624,130.2970660784,"KRASG12D","BRAF_WT",11
"1037",34,-0.00592239258109135,4.25966988996332,1.32935978659553,51099,15947,11996,14.9396276636,"KRASG12D","BRAF_WT",11
"1038",1,0.075396772381552,13.3234004309551,6.61617922536355,1230456,611024,92353,115.0149577873,"KRASG12D","BRAF_WT",12
"1039",2,-0.0689325757879428,30.0733830508475,70.3727186440678,1108956,2594994,36875,45.9235386875,"KRASG12D","BRAF_WT",12
"1040",3,0.178587992792799,5.26425575169294,3.54994344944094,367703,247960,69849,86.9888340009,"KRASG12D","BRAF_WT",12
"1041",4,0.199120505361693,18.4386499919363,13.5266175026024,1257645,922610,68207,84.9439133087,"KRASG12D","BRAF_WT",12
"1042",5,0.0167538225169776,15.4723452246691,26.6489048495281,2606626,4489541,168470,209.809859327,"KRASG12D","BRAF_WT",12
"1043",6,0.900296049842405,761.881962910325,1118.44509902806,132945355,195164196,174496,217.3145439136,"KRASG12D","BRAF_WT",12
"1044",7,-0.142160400372871,32.8848520539384,136.351332836574,2736217,11345249,83206,103.6234294246,"KRASG12D","BRAF_WT",12
"1045",8,0.858379282064277,1797.98382519664,2084.00836554915,255333481,295952112,142011,176.8582414251,"KRASG12D","BRAF_WT",12
"1046",9,0.350962373024276,6.2616282799769,5.10582536729326,195200,159169,31174,38.8236039334,"KRASG12D","BRAF_WT",12
"1047",10,0.140153734156908,10.4828922090088,4.91981963386946,1980732,929595,188949,235.3140803109,"KRASG12D","BRAF_WT",12
"1048",11,-0.109120094322967,16.5289754689755,102.01240981241,572729,3534730,34650,43.152559065,"KRASG12D","BRAF_WT",12
"1049",12,0.150036116373612,6.74092828097076,4.59692040715895,520521,354965,77218,96.1660694338,"KRASG12D","BRAF_WT",12
"1050",13,0.790872589104357,70.7859127667407,140.708238828657,11921905,23698363,168422,209.7500808902,"KRASG12D","BRAF_WT",12
"1051",14,-0.10263230168525,24.0924319180498,77.3500377844328,1721597,5527279,71458,88.9926570178,"KRASG12D","BRAF_WT",12
"1052",15,0.780017759836979,10.1187863568666,8.57720846050584,1515096,1284274,149731,186.4726066771,"KRASG12D","BRAF_WT",12
"1053",16,0.451033955022323,9.11425287356322,4.53692528735632,1268704,631540,139200,173.35746672,"KRASG12D","BRAF_WT",12
"1054",17,0.904652228465267,265.768382022067,265.18279424735,29530588,29465521,111114,138.3796088874,"KRASG12D","BRAF_WT",12
"1055",18,0.36409499962855,6.59982563932248,3.87606276984391,794883,466833,120440,149.994061004,"KRASG12D","BRAF_WT",12
"1056",19,0.42535564054822,10.5624784507528,6.3352631881393,735233,440985,69608,86.6886964328,"KRASG12D","BRAF_WT",12
"1057",20,0.9090615739028,104.809276665304,101.966237569813,15388098,14970683,146820,182.847293562,"KRASG12D","BRAF_WT",12
"1058",21,0.15485433081594,14.0236960882648,16.5006059846205,671118,789653,47856,59.5991014896,"KRASG12D","BRAF_WT",12
"1059",22,0.0581957749713048,5.37765579057194,2.99362136014417,453573,252494,84344,105.0406765304,"KRASG12D","BRAF_WT",12
"1060",23,0.370541416562523,6.72212201378868,4.61723384640051,670814,460763,99792,124.2793701072,"KRASG12D","BRAF_WT",12
"1061",24,0.199779182088035,6.51539715744786,9.10641112410017,423579,592026,65012,80.9649111092,"KRASG12D","BRAF_WT",12
"1062",25,0.912415646155447,193.796707348549,180.876175288522,21023842,19622171,108484,135.1042487044,"KRASG12D","BRAF_WT",12
"1063",26,0.212200116016006,8.27655045634857,7.34010868513561,1026524,910379,124028,154.4624991548,"KRASG12D","BRAF_WT",12
"1064",1,0.782313869679087,6.21407207364172,4.70954690207238,641982,486548,103311,128.6618767551,"KRASG12D","BRAF_WT",13
"1065",2,-0.0948149731582876,18.2216023738872,91.0391691394659,614068,3068020,33700,41.96944417,"KRASG12D","BRAF_WT",13
"1066",3,0.0444416973609987,4.01303585567244,4.57394525506164,283834,323506,70728,88.0835266248,"KRASG12D","BRAF_WT",13
"1067",4,0.0202936421328208,12.7807190783643,85.8048866945183,1009549,6777728,78990,98.372890059,"KRASG12D","BRAF_WT",13
"1068",5,0.891330896890024,34.4850497983461,30.7228516105566,3223559,2871880,93477,116.4147695157,"KRASG12D","BRAF_WT",13
"1069",6,0.0752448371431668,9.37474395172452,2.95446492830648,338672,106733,36126,44.9907459966,"KRASG12D","BRAF_WT",13
"1070",7,-0.0601044158272673,4.97152092251245,3.4395911592557,56909,39373,11447,14.2559117927,"KRASG12D","BRAF_WT",13
"1071",8,0.00833217359569869,7.39428588713946,5.36684967557512,488888,354840,66117,82.3410605397,"KRASG12D","BRAF_WT",13
"1072",9,-0.0351862551691889,6.13319712975882,3.28767191548734,246162,131954,40136,49.9847362376,"KRASG12D","BRAF_WT",13
"1073",10,0.0556900299235992,9.00788593211881,5.96057033940594,1101151,728638,122243,152.2394885363,"KRASG12D","BRAF_WT",13
"1074",11,0.680092459163444,14.0816651599294,14.4431314305394,654206,670999,46458,57.8580545178,"KRASG12D","BRAF_WT",13
"1075",12,-0.0143660892716993,4.41153783769171,3.86643718348442,244783,214537,55487,69.1026275567,"KRASG12D","BRAF_WT",13
"1076",13,0.0920977667593949,11.9028668254259,2.738734200403,259911,59803,21836,27.1942072076,"KRASG12D","BRAF_WT",13
