Cell_ID,Pearson_Correlation,mean_intensity_KRAS,mean_intensity_BRAF,sum_intensity_KRAS,sum_intensity_BRAF,Area_Pixels,Area,KRAS_type,BRAF_type,image_no,BRAF_75th,KRAS_75th
6,-0.1127901712156008,2176.120733362354,3442.6579946909756,254952129,403338368,117159,145.90795577190002,KRASWT,BRAF_AAAA,52,1198.2180386608006,759.9572999991211
1,-0.18378119643965785,949.4374153957224,1564.944976600874,73645012,121388087,77567,96.60070848470002,KRASWT,BRAF_AAAA,53,1198.2180386608006,759.9572999991211
2,-0.09399231033741536,1576.4832506640964,2781.5066879804413,134124042,236645026,85078,105.9547884598,KRASWT,BRAF_AAAA,53,1198.2180386608006,759.9572999991211
5,-0.2179133235757288,1411.658125601006,2524.085997485021,95421031,170615593,67595,84.18173823950002,KRASWT,BRAF_AAAA,53,1198.2180386608006,759.9572999991211
11,-0.09491971387061912,2474.5471453004234,3895.486256880906,264774070,416813134,106999,133.25485331590002,KRASWT,BRAF_AAAA,53,1198.2180386608006,759.9572999991211
15,0.01509530052923219,1503.36308961678,2619.9590436900444,120984648,210843824,80476,100.22353083160002,KRASWT,BRAF_AAAA,53,1198.2180386608006,759.9572999991211
5,-0.20882428525424448,2133.636518996575,3913.207937643716,307130576,563294543,143947,179.26930504270004,KRASWT,BRAF_AAAA,54,1198.2180386608006,759.9572999991211
14,-0.03640534862428465,1087.9332629336634,1817.4746424637456,119508381,199647772,109849,136.80419800090002,KRASWT,BRAF_AAAA,54,1198.2180386608006,759.9572999991211
2,-0.2129129902341085,1283.2994422396223,2804.4979513032285,119642007,261463344,93230,116.10715964300002,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
4,-0.2347521932416387,2688.51731768851,3617.954044237587,494461351,665399636,183916,229.04606213560004,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
10,-0.28690060780450843,2269.210672618444,4178.17882722938,223676096,411843087,98570,122.75751073700002,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
14,-0.19699403266718357,1879.6046744980388,2922.314839402816,185447436,288324349,98663,122.87333145830004,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
15,-0.03329581229939693,2563.8248501886515,4543.472719538359,277241764,491312966,108136,134.67085503760003,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
16,-0.09834569750604157,1145.9443431654938,2176.897199839574,62859631,119411519,54854,68.31429942140001,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
18,-0.1786592902896922,1335.790482868945,2152.096946322329,121913590,196415432,91267,113.66247065470002,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
21,-0.1656205849018434,1563.4032267613973,1942.5080224985195,158435283,196853763,101340,126.20722469400002,KRASWT,BRAF_AAAA,55,1198.2180386608006,759.9572999991211
10,-0.25452178135605763,2249.8186408201514,3651.373632265253,482579349,783208690,214497,267.13115329770005,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
11,-0.40886749274383283,1270.396149987937,2691.6413850900917,200095016,423949668,157506,196.15546805460005,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
13,-0.2940056842315764,1474.2981518208733,1440.949139145181,102584614,100264123,69582,86.65631644620002,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
19,0.7253747959771255,1150.0881235687666,1260.0192806789098,128068063,140309447,111355,138.67974645550004,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
21,-0.17370148378951375,1400.2933263971463,2833.3591706302022,113054082,228754086,80736,100.54733069760002,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
35,0.2678701075781989,1013.95652601675,1702.1866675685314,164895694,276819809,162626,202.53183464660003,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
40,0.18045240822876069,2021.3885888501743,1930.4208536585363,116027705,110806157,57400,71.48504734000001,KRASWT,BRAF_AAAA,56,1198.2180386608006,759.9572999991211
17,-0.10826504188257258,2155.4184341887117,4345.377378721257,478433919,964534726,221968,276.43541790880005,KRASWT,BRAF_AAAA,57,1198.2180386608006,759.9572999991211
26,-0.4332533462673163,901.9116816282308,2603.214469509364,186472044,538219798,206752,257.4856534432,KRASWT,BRAF_R188L,42,1188.243993123771,800.1461133188677
17,-0.11360622292416137,1743.188513343007,1513.6539650495238,221050249,191943432,126808,157.92466695280004,KRASWT,BRAF_R188L,43,1188.243993123771,800.1461133188677
18,-0.18611754707635028,878.3922491178109,1640.8728904847396,70943350,132525099,80765,100.58344683650002,KRASWT,BRAF_R188L,43,1188.243993123771,800.1461133188677
23,-0.32663017885128726,1371.134504525278,3002.9185738167985,190280562,416733028,138776,172.82942386160002,KRASWT,BRAF_R188L,43,1188.243993123771,800.1461133188677
27,-0.1032966941865646,873.5007573025604,1554.4195726649837,96888704,172416219,110920,138.13800437200004,KRASWT,BRAF_R188L,43,1188.243993123771,800.1461133188677
35,-0.2039836807551287,938.1695887917044,2514.433945462461,47409462,127064405,50534,62.934240109400015,KRASWT,BRAF_R188L,43,1188.243993123771,800.1461133188677
2,0.5146294564061478,1699.4598429933158,1381.7489243384912,276881096,225118680,162923,202.90171372430004,KRASWT,BRAF_R188L,44,1188.243993123771,800.1461133188677
10,-0.11848340885517712,1522.9103564314005,2152.0103492884864,191885182,271151152,125999,156.91715121590002,KRASWT,BRAF_R188L,44,1188.243993123771,800.1461133188677
25,-0.19694727281112467,1084.62893027731,1583.2026562661076,63127573,92145561,58202,72.48384538820001,KRASWT,BRAF_R188L,44,1188.243993123771,800.1461133188677
11,-0.393683929999512,839.8399192025466,2010.0500903744469,249049489,596068294,296544,369.3111825504001,KRASWT,BRAF_R188L,46,1188.243993123771,800.1461133188677
24,-0.33046321991672284,1196.9359262948208,2650.9154581673306,120172367,266151912,100400,125.03656364000004,KRASWT,BRAF_R188L,46,1188.243993123771,800.1461133188677
7,-0.16551780405652347,1184.18209557788,2107.927354239039,100901788,179612274,85208,106.1166883928,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
8,-0.3824401265176536,1860.1528410785024,3529.183445499851,174683233,331418559,93908,116.95153006280002,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
9,-0.17503106675818278,1484.4853972456135,2000.4605711549832,105419246,142060707,71014,88.43970647740002,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
10,-0.23500926370466144,1799.071227293713,1755.5241430913982,113005061,110269738,62813,78.22631147330002,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
11,-0.5055008536530354,1603.620609337631,3774.469626702714,231330291,544486116,144255,179.65288334550004,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
12,-0.4350361166514487,1855.9345689762408,4145.1769854104095,208878012,466523089,112546,140.16299891860004,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
17,-0.24303015286712143,1906.21215745594,4618.074058113765,216751572,525111965,113708,141.61013524280003,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
23,0.5641681796628092,1469.6558482940857,1296.3188233465455,189100618,166797343,128670,160.24357214700004,KRASWT,BRAF_R188L,47,1188.243993123771,800.1461133188677
4,-0.3824876871055065,876.9561679233276,1767.9798098617352,136428948,275046387,155571,193.74564982110005,KRASWT,BRAF_R188L,48,1188.243993123771,800.1461133188677
5,-0.33683218937306203,1106.4978767200298,1588.5113169525096,127936604,183668444,115623,143.99504579430004,KRASWT,BRAF_R188L,48,1188.243993123771,800.1461133188677
8,-0.46805140868932354,1244.75712349212,2454.917674202073,181816694,358580005,146066,181.90827395060003,KRASWT,BRAF_R188L,48,1188.243993123771,800.1461133188677
12,-0.14835576619337404,1197.7080936445095,2296.805755448136,164274049,315022987,137157,170.81314700370004,KRASWT,BRAF_R188L,48,1188.243993123771,800.1461133188677
3,-0.35707643331627603,1000.1662599606972,2831.02222846078,138944097,393288439,138921,173.01000455610003,KRASWT,BRAF_R188L,49,1188.243993123771,800.1461133188677
4,-0.37757174505539054,1870.50357185332,3018.417078295342,235917263,380697854,126125,157.07406961250004,KRASWT,BRAF_R188L,49,1188.243993123771,800.1461133188677
7,-0.3440460582467298,1770.3348786769689,1817.0185712349191,195896406,201062190,110655,137.80797758550003,KRASWT,BRAF_R188L,49,1188.243993123771,800.1461133188677
25,-0.2210348843019742,2411.7763814851955,3006.6138649918194,456959271,569663129,189470,235.96292542700004,KRASWT,BRAF_R188L,49,1188.243993123771,800.1461133188677
2,-0.3835478910686552,2021.5701992402512,2889.659101480735,104304936,149094851,51596,64.25683802360001,KRASWT,BRAF_WT,58,2035.1192930335606,1327.9153205132575
7,-0.31057043446444366,1501.9318842183106,2199.0211660853515,257937276,377653298,171737,213.87852918170003,KRASWT,BRAF_WT,58,2035.1192930335606,1327.9153205132575
11,-0.2151441600145603,3041.1201713220075,2725.533086050372,148397541,132997838,48797,60.77100792770001,KRASWT,BRAF_WT,58,2035.1192930335606,1327.9153205132575
6,-0.01987571863102438,1675.0228177768324,2273.130502085623,141752156,192368215,84627,105.39312023070002,KRASWT,BRAF_WT,59,2035.1192930335606,1327.9153205132575
9,0.10670059276619503,1877.7556421772167,2646.7444990537524,265912732,374810782,141612,176.36133316920004,KRASWT,BRAF_WT,59,2035.1192930335606,1327.9153205132575
10,0.10451372441692457,3653.555889329701,3849.333440371249,352710632,371610801,96539,120.22813562990002,KRASWT,BRAF_WT,59,2035.1192930335606,1327.9153205132575
18,0.09862216646378062,1952.0421246874876,2537.2408296625526,295137057,383615590,151194,188.29460361540004,KRASWT,BRAF_WT,59,2035.1192930335606,1327.9153205132575
28,-0.06959393970481972,3061.134691455696,3461.0860957278483,309541940,349985026,101120,125.93324019200004,KRASWT,BRAF_WT,59,2035.1192930335606,1327.9153205132575
2,-0.16336090512862245,1574.1767717596335,2896.382957112949,75943010,139730203,48243,60.08106513630001,KRASWT,BRAF_WT,60,2035.1192930335606,1327.9153205132575
12,0.00190535522879363,3372.9367410648442,4674.267698244924,274435625,380317117,81364,101.32943191240004,KRASWT,BRAF_WT,60,2035.1192930335606,1327.9153205132575
13,0.09484983091347708,2687.816975733026,4602.410838381211,289305868,495385093,107636,134.04816298760002,KRASWT,BRAF_WT,60,2035.1192930335606,1327.9153205132575
14,0.17526629034707353,2773.0255996490623,4985.240572467061,353998902,636405841,127658,158.98324343780004,KRASWT,BRAF_WT,60,2035.1192930335606,1327.9153205132575
24,-0.13084264991761013,2595.2390984621734,4255.1160981525445,201162173,329822559,77512,96.53221235920002,KRASWT,BRAF_WT,60,2035.1192930335606,1327.9153205132575
6,-0.34663487859366754,1425.1467912377632,2980.555405084172,197843153,413769643,138823,172.88795691430002,KRASWT,BRAF_WT,61,2035.1192930335606,1327.9153205132575
10,-0.4806046934821942,1507.7915689531626,3091.0367321347144,185168867,379604039,122808,152.94313055280003,KRASWT,BRAF_WT,61,2035.1192930335606,1327.9153205132575
13,-0.1420654715807514,1332.6919011746793,2920.439119388848,150550206,329913246,112967,140.68730562470003,KRASWT,BRAF_WT,61,2035.1192930335606,1327.9153205132575
31,-0.17226950832217483,1894.6313697935864,2879.989806026539,164484317,250029195,86816,108.11926602560004,KRASWT,BRAF_WT,62,2035.1192930335606,1327.9153205132575
35,0.2419767903703617,2679.597199465333,3518.817997585374,248580873,326433708,92768,115.53179218880004,KRASWT,BRAF_WT,62,2035.1192930335606,1327.9153205132575
23,-0.17235333208077427,1846.1275559883152,3098.7552489045765,121342272,203674985,65728,81.85660612480001,KRASWT,BRAF_WT,63,2035.1192930335606,1327.9153205132575
42,0.26002769387203195,1554.96400236585,3022.2772123758436,76241440,148185274,49031,61.062427807100015,KRASWT,BRAF_WT,63,2035.1192930335606,1327.9153205132575
