Cell_ID,Pearson_Correlation,mean_intensity_KRAS,mean_intensity_BRAF,sum_intensity_KRAS,sum_intensity_BRAF,Area_Pixels,Area,KRAS_type,BRAF_type,image_no,BRAF_75th,KRAS_75th
14,0.5202310433269598,305.5951557093426,219.63473252484607,27643221,19867499,90457,112.65370953370002,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
16,0.8302498666464386,999.4426727343556,782.2864946701137,112885051,88357695,112948,140.6636433268,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
17,0.5255512906664668,295.02091373086023,382.8074754139176,47398060,61501849,160660,200.08340950600004,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
21,0.8883951827729093,1769.084016982509,1164.9787165822702,320013146,210735330,180892,225.28002061720005,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
26,0.8803131301942512,282.95561808904404,199.24522728068845,24233168,17063959,85643,106.65843047630004,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
27,0.8314016910853342,547.9716660079919,605.3011570719711,49915835,55138093,91092,113.44452843720002,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
29,0.5501723000530927,2534.923042346968,1884.1652854890888,400408839,297617096,157957,196.71713628370003,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
31,0.8631062576497939,1766.7867351296593,1334.3792147943627,177892456,134354640,100687,125.39398887670002,KRASG12D,BRAF_WT,8,184.8062967557776,208.1870834355354
10,0.912115165124679,2013.750151334495,1135.0094469412088,219559179,123750080,109030,135.78422842300003,KRASG12D,BRAF_WT,9,184.8062967557776,208.1870834355354
1,0.9449280117957308,4702.298142102689,4497.931354637755,471015098,450544290,100167,124.74638914470002,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
2,0.8642979408540713,1723.8366924091165,1028.498854147046,109822188,65523605,63708,79.34093024280001,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
6,0.9810049789824988,704.6929118595151,525.0137771108989,98155971,73128644,139289,173.46830590490003,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
8,0.8467981001704649,2752.9410859102254,1475.7559617762088,354058506,189798450,128611,160.17009448510004,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
9,0.9167729061543942,435.0212404114883,358.1924837961586,36578761,30118615,84085,104.71812204850002,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
13,0.9180135934857412,278.63513566087505,192.97451738653427,35809909,24800892,128519,160.05551914790004,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
15,0.8162968425012982,2895.3011294280905,2159.4415434232337,225332601,168062857,77827,96.92450835070002,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
16,0.933383943478536,337.09927122940434,318.22222750316854,21277706,20086187,63120,78.60864439200002,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
18,0.876465265335717,544.2388007130739,258.8004399206418,75712325,36003282,139116,173.25285445560004,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
19,0.933972442410108,301.8317787957393,264.4070312931177,43751120,38326328,144952,180.52091606320005,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
22,0.6488839983818346,468.27609762287454,693.2051081408792,66425901,98332531,141852,176.66022535320005,KRASG12D,BRAF_WT,10,184.8062967557776,208.1870834355354
12,0.7172148041353845,299.90786398730404,487.5555414191872,89575881,145622114,298678,371.9688322198001,KRASG12D,BRAF_WT,11,184.8062967557776,208.1870834355354
14,0.8551061893332869,551.6210125552197,871.6918914205999,94900879,149965873,172040,214.25588056400005,KRASG12D,BRAF_WT,11,184.8062967557776,208.1870834355354
17,0.9276032134682656,753.8141640602413,977.3531158829868,57360735,74370708,76094,94.76625770540002,KRASG12D,BRAF_WT,11,184.8062967557776,208.1870834355354
22,0.9167938516528082,730.7912823184014,1058.4946491144997,154328503,223532900,211180,263.00021423800007,KRASG12D,BRAF_WT,11,184.8062967557776,208.1870834355354
25,0.9152014564708492,780.8070589860478,999.9160795690012,113045246,144767850,144780,180.30670999800003,KRASG12D,BRAF_WT,11,184.8062967557776,208.1870834355354
6,0.900296049842405,761.8819629103245,1118.445099028058,132945355,195164196,174496,217.31454391360003,KRASG12D,BRAF_WT,12,184.8062967557776,208.1870834355354
8,0.858379282064277,1797.9838251966396,2084.0083655491476,255333481,295952112,142011,176.85824142510003,KRASG12D,BRAF_WT,12,184.8062967557776,208.1870834355354
17,0.9046522284652668,265.76838202206744,265.1827942473496,29530588,29465521,111114,138.37960888740002,KRASG12D,BRAF_WT,12,184.8062967557776,208.1870834355354
36,0.8200590641449226,782.0147812088395,1304.5372143588886,74809098,124794639,95662,119.13593377420004,KRASG12D,BRAF_WT,13,184.8062967557776,208.1870834355354
38,0.8873858357963348,1127.7715978965527,1366.5816940726932,121599717,147348938,107823,134.28104981430002,KRASG12D,BRAF_WT,13,184.8062967557776,208.1870834355354
40,0.9023033413590406,1821.2958780969088,2213.3964826009333,116297027,141334219,63854,79.52275632140001,KRASG12D,BRAF_WT,13,184.8062967557776,208.1870834355354
48,0.8737442514664043,208.731283632367,205.81979474442969,14623505,14419529,70059,87.25036466190002,KRASG12D,BRAF_WT,13,184.8062967557776,208.1870834355354
13,0.8784088804197507,628.116530941704,1095.0685524663677,175087483,305250359,278750,347.1508178750001,KRASG12D,BRAF_WT,14,184.8062967557776,208.1870834355354
29,0.8334033071167232,867.713998988558,1237.161593653202,109810942,156565274,126552,157.60584862320002,KRASG12D,BRAF_WT,14,184.8062967557776,208.1870834355354
34,0.9042245886336802,1083.7455060322338,1580.0290179262995,174898101,254989823,161383,200.98382221030005,KRASG12D,BRAF_WT,14,184.8062967557776,208.1870834355354
45,0.945563645298347,668.4034333539398,923.8054781492224,70279279,97133527,105145,130.9459111945,KRASG12D,BRAF_WT,14,184.8062967557776,208.1870834355354
6,-0.21887018985044412,1272.7912874323767,2318.8029661919436,179277744,326612673,140854,175.41733202140003,KRASWT,BRAF_AAAA,51,1198.2180386608006,759.9572999991211
10,-0.17614993948144397,1322.5415106491328,2452.0055791870113,176601613,327421209,133532,166.29862964120002,KRASWT,BRAF_AAAA,51,1198.2180386608006,759.9572999991211
4,-0.09049667494915108,1874.9024701812805,3447.1610282614,261252660,480334312,139342,173.53431126220002,KRASWT,BRAF_AAAA,52,1198.2180386608006,759.9572999991211
